"hospital_code","hospital_name","date","attendances","within_4_hours","over_4_hours"
"S319H","Royal Hospital for Children and Young People Edinburgh - Type 1",2016-07-31,3348,3316,32
"T101H","Ninewells Hospital - Type 1",2016-07-31,4054,4027,27
"T202H","Perth Royal Infirmary - Type 1",2016-07-31,2262,2247,15
"T205H","St Margaret's Hospital",2016-07-31,30,30,0
"T209H","Blairgowrie Community Hospital",2016-07-31,299,299,0
"T304H","Arbroath Infirmary",2016-07-31,1235,1234,1
"T305H","Brechin Infirmary",2016-07-31,251,251,0
"T316H","Crieff Community Hospital",2016-07-31,113,113,0
"T319H","Whitehills Health And Community Care Centre",2016-07-31,523,523,0
"T320H","Pitlochry Community Hospital",2016-07-31,285,285,0
"T357C","Links Health Centre",2016-07-31,417,417,0
"V201H","Stirling Health And Care Village",2016-07-31,1276,1274,2
"V217H","Forth Valley Royal Hospital - Type 1",2016-07-31,5274,5100,174
"W106H","St Brendan's Hospital",2016-07-31,86,86,0
"W107H","Western Isles Hospital - Type 1",2016-07-31,667,664,3
"W108H","Uist & Barra Hospital",2016-07-31,136,136,0
"Y101H","Castle Douglas Hospital",2016-07-31,31,31,0
"Y106H","Kirkcudbright Hospital",2016-07-31,63,63,0
"Y109H","Moffat Hospital",2016-07-31,7,7,0
"Y110H","Newton Stewart Hospital",2016-07-31,21,21,0
"Y144H","Galloway Community Hospital - Type 1",2016-07-31,1137,1106,31
"Y146H","Dumfries & Galloway Royal Infirmary - Type 1",2016-07-31,3140,3075,65
"Z102H","Gilbert Bain Hospital - Type 1",2016-07-31,665,636,29
"A101H","Arran War Memorial Hospital",2016-08-31,311,309,2
"A110H","Lady Margaret Hospital",2016-08-31,103,103,0
"A111H","University Hospital Crosshouse - Type 1",2016-08-31,5891,5692,199
"A210H","University Hospital Ayr - Type 1",2016-08-31,3985,3554,431
"A216H","Girvan Community Hospital",2016-08-31,80,80,0
"B103H","Knoll Community Hospital",2016-08-31,12,12,0
"B105H","Hawick Community  Hospital",2016-08-31,102,102,0
"B114H","Kelso Community Hospital",2016-08-31,9,9,0
"B118H","Hay Lodge Hospital",2016-08-31,55,55,0
"B120H","Borders General Hospital - Type 1",2016-08-31,2555,2400,155
"C106H","Cowal Community Hospital",2016-08-31,677,677,0
"C108H","Islay Hospital",2016-08-31,167,167,0
"C113H","Victoria Hospital (NHS Highland)",2016-08-31,373,372,1
"C121H","Lorn & Islands Hospital - Type 1",2016-08-31,748,741,7
"C122H","Campbeltown Hospital",2016-08-31,576,576,0
"C206H","Vale Of Leven District General Hospital",2016-08-31,1508,1476,32
"C313H","Inverclyde Royal Hospital - Type 1",2016-08-31,2820,2638,182
"C418H","Royal Alexandra Hospital - Type 1",2016-08-31,6023,5493,530
"F704H","Victoria Hospital (NHS Fife) - Type 1",2016-08-31,5636,5354,282
"F708H","Adamson Hospital",2016-08-31,154,154,0
"F709H","St Andrews Community Hospital",2016-08-31,310,310,0
"F805H","Queen Margaret Hospital",2016-08-31,2039,2037,2
"G107H","Glasgow Royal Infirmary - Type 1",2016-08-31,7969,7194,775
"G207H","New Stobhill Hospital",2016-08-31,1776,1776,0
"G306H","New Victoria Hospital",2016-08-31,2821,2820,1
"G405H","Queen Elizabeth University Hospital - Type 1",2016-08-31,8244,7136,1108
"G513H","Royal Hospital For Children Glasgow - Type 1",2016-08-31,4452,4440,12
"G516H","West Glasgow MIU",2016-08-31,1005,1005,0
"H101H","Dunbar Hospital",2016-08-31,196,196,0
"H103H","Caithness General Hospital - Type 1",2016-08-31,645,613,32
"H106H","Lawson Memorial Hospital",2016-08-31,60,60,0
"H202H","Raigmore Hospital - Type 1",2016-08-31,3324,3053,271
"H208H","Nairn Town And County Hospital",2016-08-31,378,378,0
"H210H","Ian Charles Community Hospital",2016-08-31,95,95,0
"H212H","Belford Hospital - Type 1",2016-08-31,927,868,59
"H214H","Dr Mackinnon Memorial Hospital",2016-08-31,465,465,0
"H215H","Portree Community Hospital",2016-08-31,266,266,0
"H217H","Ross Memorial Hospital",2016-08-31,67,67,0
"H219H","County Community Hospital",2016-08-31,227,227,0
"H224H","Mid Argyll Community Hospital And Integrated Care Centre",2016-08-31,504,498,6
"H227B","Aviemore Health Centre",2016-08-31,161,161,0
"H227H","Mull And Iona Community Hospital",2016-08-31,153,153,0
"L106H","University Hospital Monklands - Type 1",2016-08-31,5806,5626,180
"L206H","Kello Hospital",2016-08-31,83,83,0
"L207H","Lady Home Hospital",2016-08-31,123,123,0
"L302H","University Hospital Hairmyres - Type 1",2016-08-31,5387,5036,351
"L308H","University Hospital Wishaw - Type 1",2016-08-31,5509,5028,481
"N101H","Aberdeen Royal Infirmary - Type 1",2016-08-31,4946,4680,266
"N121H","Royal Aberdeen Children's Hospital - Type 1",2016-08-31,1404,1391,13
"N151H","Aboyne Hospital",2016-08-31,131,131,0
"N331H","Inverurie Hospital",2016-08-31,17,17,0
"N332H","Insch War Memorial Hospital",2016-08-31,34,34,0
"N333H","Peterhead Community Hospital",2016-08-31,1308,1308,0
"N334H","Fraserburgh Hospital",2016-08-31,724,723,1
"N335H","Jubilee Hospital",2016-08-31,291,289,2
"N336H","Turriff Hospital",2016-08-31,228,228,0
"N337H","Chalmers Hospital",2016-08-31,320,314,6
"N411H","Dr Gray's Hospital - Type 1",2016-08-31,2240,2141,99
"N431H","Seafield Hospital",2016-08-31,69,69,0
"N432H","Stephen Hospital",2016-08-31,20,20,0
"N433H","Turner Memorial Hospital",2016-08-31,98,98,0
"N451H","Fleming Hospital",2016-08-31,24,24,0
"N494H","Kincardine Community Hospital",2016-08-31,141,141,0
"N683C","Forres Health & Care Centre",2016-08-31,50,50,0
"R103H","Balfour Hospital - Type 1",2016-08-31,512,500,12
"S108H","Edington Cottage Hospital",2016-08-31,219,219,0
"S116H","Western General Hospital",2016-08-31,4064,3581,483
"S308H","St John's Hospital - Type 1",2016-08-31,4617,4458,159
"S314H","Royal Infirmary Of Edinburgh - Type 1",2016-08-31,10729,10127,602
"S319H","Royal Hospital for Children and Young People Edinburgh - Type 1",2016-08-31,3676,3629,47
"T101H","Ninewells Hospital - Type 1",2016-08-31,4310,4235,75
"T202H","Perth Royal Infirmary - Type 1",2016-08-31,2243,2187,56
"T205H","St Margaret's Hospital",2016-08-31,42,42,0
"T209H","Blairgowrie Community Hospital",2016-08-31,253,252,1
"T304H","Arbroath Infirmary",2016-08-31,1172,1170,2
"T305H","Brechin Infirmary",2016-08-31,192,192,0
"T316H","Crieff Community Hospital",2016-08-31,130,130,0
"T319H","Whitehills Health And Community Care Centre",2016-08-31,500,500,0
"T320H","Pitlochry Community Hospital",2016-08-31,283,283,0
"T357C","Links Health Centre",2016-08-31,437,437,0
"V201H","Stirling Health And Care Village",2016-08-31,1341,1340,1
"V217H","Forth Valley Royal Hospital - Type 1",2016-08-31,5514,5184,330
"W106H","St Brendan's Hospital",2016-08-31,67,67,0
"W107H","Western Isles Hospital - Type 1",2016-08-31,586,583,3
"W108H","Uist & Barra Hospital",2016-08-31,126,126,0
"Y101H","Castle Douglas Hospital",2016-08-31,32,32,0
"Y106H","Kirkcudbright Hospital",2016-08-31,80,80,0
"Y109H","Moffat Hospital",2016-08-31,4,4,0
"Y110H","Newton Stewart Hospital",2016-08-31,17,17,0
"Y144H","Galloway Community Hospital - Type 1",2016-08-31,1094,1050,44
"Y146H","Dumfries & Galloway Royal Infirmary - Type 1",2016-08-31,3274,3102,172
"Z102H","Gilbert Bain Hospital - Type 1",2016-08-31,603,577,26
"A101H","Arran War Memorial Hospital",2016-09-30,274,271,3
"A110H","Lady Margaret Hospital",2016-09-30,69,69,0
"A111H","University Hospital Crosshouse - Type 1",2016-09-30,5988,5564,424
"A210H","University Hospital Ayr - Type 1",2016-09-30,3811,3590,221
"A216H","Girvan Community Hospital",2016-09-30,101,101,0
"B103H","Knoll Community Hospital",2016-09-30,2,2,0
"B105H","Hawick Community  Hospital",2016-09-30,99,99,0
"B114H","Kelso Community Hospital",2016-09-30,17,17,0
"B118H","Hay Lodge Hospital",2016-09-30,56,56,0
"B120H","Borders General Hospital - Type 1",2016-09-30,2506,2374,132
"C106H","Cowal Community Hospital",2016-09-30,595,595,0
"C108H","Islay Hospital",2016-09-30,117,117,0
"C113H","Victoria Hospital (NHS Highland)",2016-09-30,395,394,1
"C121H","Lorn & Islands Hospital - Type 1",2016-09-30,688,680,8
"C122H","Campbeltown Hospital",2016-09-30,533,533,0
"C206H","Vale Of Leven District General Hospital",2016-09-30,1458,1421,37
"C313H","Inverclyde Royal Hospital - Type 1",2016-09-30,2734,2632,102
"C418H","Royal Alexandra Hospital - Type 1",2016-09-30,5833,5484,349
"F704H","Victoria Hospital (NHS Fife) - Type 1",2016-09-30,5603,5245,358
"F708H","Adamson Hospital",2016-09-30,147,147,0
"F709H","St Andrews Community Hospital",2016-09-30,362,362,0
"F805H","Queen Margaret Hospital",2016-09-30,2028,2025,3
"G107H","Glasgow Royal Infirmary - Type 1",2016-09-30,7803,7012,791
"G207H","New Stobhill Hospital",2016-09-30,1724,1724,0
"G306H","New Victoria Hospital",2016-09-30,2847,2846,1
"G405H","Queen Elizabeth University Hospital - Type 1",2016-09-30,7754,7021,733
"G513H","Royal Hospital For Children Glasgow - Type 1",2016-09-30,4688,4671,17
"G516H","West Glasgow MIU",2016-09-30,1087,1087,0
"H101H","Dunbar Hospital",2016-09-30,214,213,1
"H103H","Caithness General Hospital - Type 1",2016-09-30,674,655,19
"H106H","Lawson Memorial Hospital",2016-09-30,32,32,0
"H202H","Raigmore Hospital - Type 1",2016-09-30,2965,2796,169
"H208H","Nairn Town And County Hospital",2016-09-30,379,379,0
"H210H","Ian Charles Community Hospital",2016-09-30,98,98,0
"H212H","Belford Hospital - Type 1",2016-09-30,845,817,28
"H214H","Dr Mackinnon Memorial Hospital",2016-09-30,352,352,0
"H215H","Portree Community Hospital",2016-09-30,224,224,0
"H217H","Ross Memorial Hospital",2016-09-30,96,96,0
"H219H","County Community Hospital",2016-09-30,209,209,0
"H224H","Mid Argyll Community Hospital And Integrated Care Centre",2016-09-30,425,414,11
"H227B","Aviemore Health Centre",2016-09-30,190,190,0
"H227H","Mull And Iona Community Hospital",2016-09-30,137,137,0
"L106H","University Hospital Monklands - Type 1",2016-09-30,5846,5632,214
"L206H","Kello Hospital",2016-09-30,87,87,0
"L207H","Lady Home Hospital",2016-09-30,92,92,0
"L302H","University Hospital Hairmyres - Type 1",2016-09-30,5431,5077,354
"L308H","University Hospital Wishaw - Type 1",2016-09-30,5635,5066,569
"N101H","Aberdeen Royal Infirmary - Type 1",2016-09-30,5034,4579,455
"N121H","Royal Aberdeen Children's Hospital - Type 1",2016-09-30,1600,1578,22
"N151H","Aboyne Hospital",2016-09-30,133,133,0
"N331H","Inverurie Hospital",2016-09-30,20,20,0
"N332H","Insch War Memorial Hospital",2016-09-30,21,21,0
"N333H","Peterhead Community Hospital",2016-09-30,1423,1422,1
"N334H","Fraserburgh Hospital",2016-09-30,755,755,0
"N335H","Jubilee Hospital",2016-09-30,298,298,0
"N336H","Turriff Hospital",2016-09-30,202,202,0
"N337H","Chalmers Hospital",2016-09-30,305,299,6
"N411H","Dr Gray's Hospital - Type 1",2016-09-30,2159,2113,46
"N431H","Seafield Hospital",2016-09-30,68,68,0
"N432H","Stephen Hospital",2016-09-30,21,21,0
"N433H","Turner Memorial Hospital",2016-09-30,89,89,0
"N451H","Fleming Hospital",2016-09-30,15,15,0
"N494H","Kincardine Community Hospital",2016-09-30,140,140,0
"N683C","Forres Health & Care Centre",2016-09-30,47,47,0
"R103H","Balfour Hospital - Type 1",2016-09-30,514,508,6
"S108H","Edington Cottage Hospital",2016-09-30,216,216,0
"S116H","Western General Hospital",2016-09-30,4221,3675,546
"S308H","St John's Hospital - Type 1",2016-09-30,4726,4559,167
"S314H","Royal Infirmary Of Edinburgh - Type 1",2016-09-30,10223,9418,805
"S319H","Royal Hospital for Children and Young People Edinburgh - Type 1",2016-09-30,4093,4035,58
"T101H","Ninewells Hospital - Type 1",2016-09-30,4348,4269,79
"T202H","Perth Royal Infirmary - Type 1",2016-09-30,2241,2217,24
"T205H","St Margaret's Hospital",2016-09-30,41,41,0
"T209H","Blairgowrie Community Hospital",2016-09-30,269,267,2
"T304H","Arbroath Infirmary",2016-09-30,1177,1177,0
"T305H","Brechin Infirmary",2016-09-30,174,174,0
"T316H","Crieff Community Hospital",2016-09-30,117,117,0
"T319H","Whitehills Health And Community Care Centre",2016-09-30,472,472,0
"T320H","Pitlochry Community Hospital",2016-09-30,233,233,0
"T357C","Links Health Centre",2016-09-30,416,414,2
"V201H","Stirling Health And Care Village",2016-09-30,1278,1278,0
"V217H","Forth Valley Royal Hospital - Type 1",2016-09-30,5406,5129,277
"W106H","St Brendan's Hospital",2016-09-30,52,52,0
"W107H","Western Isles Hospital - Type 1",2016-09-30,558,550,8
"W108H","Uist & Barra Hospital",2016-09-30,116,116,0
"Y101H","Castle Douglas Hospital",2016-09-30,16,16,0
"Y106H","Kirkcudbright Hospital",2016-09-30,36,36,0
"Y109H","Moffat Hospital",2016-09-30,3,3,0
"Y110H","Newton Stewart Hospital",2016-09-30,12,12,0
"Y144H","Galloway Community Hospital - Type 1",2016-09-30,1008,973,35
"Y146H","Dumfries & Galloway Royal Infirmary - Type 1",2016-09-30,2915,2769,146
"Z102H","Gilbert Bain Hospital - Type 1",2016-09-30,644,612,32
"A101H","Arran War Memorial Hospital",2016-10-31,214,213,1
"A110H","Lady Margaret Hospital",2016-10-31,54,54,0
"A111H","University Hospital Crosshouse - Type 1",2016-10-31,5874,5420,454
"A210H","University Hospital Ayr - Type 1",2016-10-31,3694,3325,369
"A216H","Girvan Community Hospital",2016-10-31,75,75,0
"B103H","Knoll Community Hospital",2016-10-31,12,12,0
"B105H","Hawick Community  Hospital",2016-10-31,75,75,0
"B114H","Kelso Community Hospital",2016-10-31,7,7,0
"B118H","Hay Lodge Hospital",2016-10-31,34,34,0
"B120H","Borders General Hospital - Type 1",2016-10-31,2464,2344,120
"C106H","Cowal Community Hospital",2016-10-31,561,561,0
"C108H","Islay Hospital",2016-10-31,97,97,0
"C113H","Victoria Hospital (NHS Highland)",2016-10-31,356,352,4
"C121H","Lorn & Islands Hospital - Type 1",2016-10-31,695,683,12
"C122H","Campbeltown Hospital",2016-10-31,528,526,2
"C206H","Vale Of Leven District General Hospital",2016-10-31,1431,1393,38
"C313H","Inverclyde Royal Hospital - Type 1",2016-10-31,2650,2564,86
"C418H","Royal Alexandra Hospital - Type 1",2016-10-31,5773,5216,557
"F704H","Victoria Hospital (NHS Fife) - Type 1",2016-10-31,5203,4832,371
"F708H","Adamson Hospital",2016-10-31,140,140,0
"F709H","St Andrews Community Hospital",2016-10-31,261,261,0
"F805H","Queen Margaret Hospital",2016-10-31,1710,1706,4
"G107H","Glasgow Royal Infirmary - Type 1",2016-10-31,8169,7296,873
"G207H","New Stobhill Hospital",2016-10-31,1572,1572,0
"G306H","New Victoria Hospital",2016-10-31,2585,2585,0
"G405H","Queen Elizabeth University Hospital - Type 1",2016-10-31,8055,7121,934
"G513H","Royal Hospital For Children Glasgow - Type 1",2016-10-31,4975,4955,20
"G516H","West Glasgow MIU",2016-10-31,960,960,0
"H101H","Dunbar Hospital",2016-10-31,201,200,1
"H103H","Caithness General Hospital - Type 1",2016-10-31,515,489,26
"H106H","Lawson Memorial Hospital",2016-10-31,45,45,0
"H202H","Raigmore Hospital - Type 1",2016-10-31,2660,2545,115
"H208H","Nairn Town And County Hospital",2016-10-31,310,310,0
"H210H","Ian Charles Community Hospital",2016-10-31,102,102,0
"H212H","Belford Hospital - Type 1",2016-10-31,735,694,41
"H214H","Dr Mackinnon Memorial Hospital",2016-10-31,372,372,0
"H215H","Portree Community Hospital",2016-10-31,166,166,0
"H217H","Ross Memorial Hospital",2016-10-31,94,94,0
"H219H","County Community Hospital",2016-10-31,123,123,0
"H224H","Mid Argyll Community Hospital And Integrated Care Centre",2016-10-31,410,398,12
"H227B","Aviemore Health Centre",2016-10-31,155,155,0
"H227H","Mull And Iona Community Hospital",2016-10-31,139,137,2
"L106H","University Hospital Monklands - Type 1",2016-10-31,5676,5422,254
"L206H","Kello Hospital",2016-10-31,77,77,0
"L207H","Lady Home Hospital",2016-10-31,104,104,0
"L302H","University Hospital Hairmyres - Type 1",2016-10-31,5322,4623,699
"L308H","University Hospital Wishaw - Type 1",2016-10-31,5528,5106,422
"N101H","Aberdeen Royal Infirmary - Type 1",2016-10-31,5064,4629,435
"N121H","Royal Aberdeen Children's Hospital - Type 1",2016-10-31,1159,1146,13
"N151H","Aboyne Hospital",2016-10-31,78,78,0
"N331H","Inverurie Hospital",2016-10-31,14,14,0
"N332H","Insch War Memorial Hospital",2016-10-31,14,14,0
"N333H","Peterhead Community Hospital",2016-10-31,1262,1261,1
"N334H","Fraserburgh Hospital",2016-10-31,682,681,1
"N335H","Jubilee Hospital",2016-10-31,235,233,2
"N336H","Turriff Hospital",2016-10-31,165,165,0
"N337H","Chalmers Hospital",2016-10-31,240,229,11
"N411H","Dr Gray's Hospital - Type 1",2016-10-31,2047,1969,78
"N431H","Seafield Hospital",2016-10-31,58,58,0
"N432H","Stephen Hospital",2016-10-31,18,18,0
"N433H","Turner Memorial Hospital",2016-10-31,89,89,0
"N451H","Fleming Hospital",2016-10-31,21,21,0
"N494H","Kincardine Community Hospital",2016-10-31,81,81,0
"N683C","Forres Health & Care Centre",2016-10-31,49,49,0
"R103H","Balfour Hospital - Type 1",2016-10-31,431,423,8
"S108H","Edington Cottage Hospital",2016-10-31,180,180,0
"S116H","Western General Hospital",2016-10-31,3989,3553,436
"S308H","St John's Hospital - Type 1",2016-10-31,4602,4320,282
"S314H","Royal Infirmary Of Edinburgh - Type 1",2016-10-31,10161,9375,786
"S319H","Royal Hospital for Children and Young People Edinburgh - Type 1",2016-10-31,4169,4094,75
"T101H","Ninewells Hospital - Type 1",2016-10-31,4147,4060,87
"T202H","Perth Royal Infirmary - Type 1",2016-10-31,2072,2031,41
"T205H","St Margaret's Hospital",2016-10-31,35,35,0
"T209H","Blairgowrie Community Hospital",2016-10-31,275,275,0
"T304H","Arbroath Infirmary",2016-10-31,1053,1053,0
"T305H","Brechin Infirmary",2016-10-31,182,182,0
"T316H","Crieff Community Hospital",2016-10-31,97,97,0
"T319H","Whitehills Health And Community Care Centre",2016-10-31,487,487,0
"T320H","Pitlochry Community Hospital",2016-10-31,217,217,0
"T357C","Links Health Centre",2016-10-31,467,467,0
"V201H","Stirling Health And Care Village",2016-10-31,1237,1237,0
"V217H","Forth Valley Royal Hospital - Type 1",2016-10-31,5343,4926,417
"W106H","St Brendan's Hospital",2016-10-31,59,59,0
"W107H","Western Isles Hospital - Type 1",2016-10-31,555,545,10
"W108H","Uist & Barra Hospital",2016-10-31,106,105,1
"Y101H","Castle Douglas Hospital",2016-10-31,31,31,0
"Y106H","Kirkcudbright Hospital",2016-10-31,28,28,0
"Y109H","Moffat Hospital",2016-10-31,1,1,0
"Y110H","Newton Stewart Hospital",2016-10-31,10,10,0
"Y144H","Galloway Community Hospital - Type 1",2016-10-31,984,938,46
"Y146H","Dumfries & Galloway Royal Infirmary - Type 1",2016-10-31,3009,2866,143
"Z102H","Gilbert Bain Hospital - Type 1",2016-10-31,581,562,19
"A101H","Arran War Memorial Hospital",2016-11-30,166,165,1
"A110H","Lady Margaret Hospital",2016-11-30,58,58,0
"A111H","University Hospital Crosshouse - Type 1",2016-11-30,5598,5220,378
"A210H","University Hospital Ayr - Type 1",2016-11-30,3476,3038,438
"A216H","Girvan Community Hospital",2016-11-30,89,89,0
"B103H","Knoll Community Hospital",2016-11-30,7,7,0
"B105H","Hawick Community  Hospital",2016-11-30,59,59,0
"B114H","Kelso Community Hospital",2016-11-30,9,9,0
"B118H","Hay Lodge Hospital",2016-11-30,33,33,0
"B120H","Borders General Hospital - Type 1",2016-11-30,2244,2132,112
"C106H","Cowal Community Hospital",2016-11-30,548,548,0
"C108H","Islay Hospital",2016-11-30,117,117,0
"C113H","Victoria Hospital (NHS Highland)",2016-11-30,326,323,3
"C121H","Lorn & Islands Hospital - Type 1",2016-11-30,620,611,9
"C122H","Campbeltown Hospital",2016-11-30,397,397,0
"C206H","Vale Of Leven District General Hospital",2016-11-30,1287,1261,26
"C313H","Inverclyde Royal Hospital - Type 1",2016-11-30,2524,2393,131
"C418H","Royal Alexandra Hospital - Type 1",2016-11-30,5536,5070,466
"F704H","Victoria Hospital (NHS Fife) - Type 1",2016-11-30,4966,4488,478
"F708H","Adamson Hospital",2016-11-30,129,129,0
"F709H","St Andrews Community Hospital",2016-11-30,290,290,0
"F805H","Queen Margaret Hospital",2016-11-30,1680,1679,1
