"hb_code","date","age_group","delay_reason","num_delayed_bed_days","average_daily_delayed_beds"
"S92000003",2020-08-01,"18-74","Health and Social Care Reasons",7902,255
"S92000003",2020-08-01,"18-74","Patient and Family Related Reasons",505,16
"S92000003",2020-08-01,"18-74","Code 9 AWI",2051,66
"S92000003",2020-08-01,"18-74","Code 9 Non-AWI",1891,61
"S92000003",2020-08-01,"75plus","All Delay Reasons",19969,644
"S92000003",2020-08-01,"75plus","Health and Social Care Reasons",14427,465
"S92000003",2020-08-01,"75plus","Patient and Family Related Reasons",748,24
"S92000003",2020-08-01,"75plus","Code 9 AWI",4012,129
"S92000003",2020-08-01,"75plus","Code 9 Non-AWI",782,25
"S08000015",2020-09-01,"18plus","All Delay Reasons",1983,66
"S08000015",2020-09-01,"18plus","Health and Social Care Reasons",994,33
"S08000015",2020-09-01,"18plus","Patient and Family Related Reasons",68,2
"S08000015",2020-09-01,"18plus","Code 9 AWI",686,23
"S08000015",2020-09-01,"18plus","Code 9 Non-AWI",235,8
"S08000015",2020-09-01,"18-74","All Delay Reasons",743,25
"S08000015",2020-09-01,"18-74","Health and Social Care Reasons",174,6
"S08000015",2020-09-01,"18-74","Patient and Family Related Reasons",15,1
"S08000015",2020-09-01,"18-74","Code 9 AWI",355,12
"S08000015",2020-09-01,"18-74","Code 9 Non-AWI",199,7
"S08000015",2020-09-01,"75plus","All Delay Reasons",1240,41
"S08000015",2020-09-01,"75plus","Health and Social Care Reasons",820,27
"S08000015",2020-09-01,"75plus","Patient and Family Related Reasons",53,2
"S08000015",2020-09-01,"75plus","Code 9 AWI",331,11
"S08000015",2020-09-01,"75plus","Code 9 Non-AWI",36,1
"S08000016",2020-09-01,"18plus","All Delay Reasons",904,30
"S08000016",2020-09-01,"18plus","Health and Social Care Reasons",824,27
"S08000016",2020-09-01,"18plus","Patient and Family Related Reasons",0,0
"S08000016",2020-09-01,"18plus","Code 9 AWI",80,3
"S08000016",2020-09-01,"18plus","Code 9 Non-AWI",0,0
"S08000016",2020-09-01,"18-74","All Delay Reasons",282,9
"S08000016",2020-09-01,"18-74","Health and Social Care Reasons",282,9
"S08000016",2020-09-01,"18-74","Patient and Family Related Reasons",0,0
"S08000016",2020-09-01,"18-74","Code 9 AWI",0,0
"S08000016",2020-09-01,"18-74","Code 9 Non-AWI",0,0
"S08000016",2020-09-01,"75plus","All Delay Reasons",622,21
"S08000016",2020-09-01,"75plus","Health and Social Care Reasons",542,18
"S08000016",2020-09-01,"75plus","Patient and Family Related Reasons",0,0
"S08000016",2020-09-01,"75plus","Code 9 AWI",80,3
"S08000016",2020-09-01,"75plus","Code 9 Non-AWI",0,0
"S08000017",2020-09-01,"18plus","All Delay Reasons",889,30
"S08000017",2020-09-01,"18plus","Health and Social Care Reasons",630,21
"S08000017",2020-09-01,"18plus","Patient and Family Related Reasons",2,0
"S08000017",2020-09-01,"18plus","Code 9 AWI",127,4
"S08000017",2020-09-01,"18plus","Code 9 Non-AWI",130,4
"S08000017",2020-09-01,"18-74","All Delay Reasons",427,14
"S08000017",2020-09-01,"18-74","Health and Social Care Reasons",235,8
"S08000017",2020-09-01,"18-74","Patient and Family Related Reasons",0,0
"S08000017",2020-09-01,"18-74","Code 9 AWI",65,2
"S08000017",2020-09-01,"18-74","Code 9 Non-AWI",127,4
"S08000017",2020-09-01,"75plus","All Delay Reasons",462,15
"S08000017",2020-09-01,"75plus","Health and Social Care Reasons",395,13
"S08000017",2020-09-01,"75plus","Patient and Family Related Reasons",2,0
"S08000017",2020-09-01,"75plus","Code 9 AWI",62,2
"S08000017",2020-09-01,"75plus","Code 9 Non-AWI",3,0
"S08000019",2020-09-01,"18plus","All Delay Reasons",2289,76
"S08000019",2020-09-01,"18plus","Health and Social Care Reasons",1457,49
"S08000019",2020-09-01,"18plus","Patient and Family Related Reasons",89,3
"S08000019",2020-09-01,"18plus","Code 9 AWI",435,15
"S08000019",2020-09-01,"18plus","Code 9 Non-AWI",308,10
"S08000019",2020-09-01,"18-74","All Delay Reasons",879,29
"S08000019",2020-09-01,"18-74","Health and Social Care Reasons",356,12
"S08000019",2020-09-01,"18-74","Patient and Family Related Reasons",71,2
"S08000019",2020-09-01,"18-74","Code 9 AWI",238,8
"S08000019",2020-09-01,"18-74","Code 9 Non-AWI",214,7
"S08000019",2020-09-01,"75plus","All Delay Reasons",1410,47
"S08000019",2020-09-01,"75plus","Health and Social Care Reasons",1101,37
"S08000019",2020-09-01,"75plus","Patient and Family Related Reasons",18,1
"S08000019",2020-09-01,"75plus","Code 9 AWI",197,7
"S08000019",2020-09-01,"75plus","Code 9 Non-AWI",94,3
"S08000020",2020-09-01,"18plus","All Delay Reasons",2127,71
"S08000020",2020-09-01,"18plus","Health and Social Care Reasons",1638,55
"S08000020",2020-09-01,"18plus","Patient and Family Related Reasons",13,0
"S08000020",2020-09-01,"18plus","Code 9 AWI",355,12
"S08000020",2020-09-01,"18plus","Code 9 Non-AWI",121,4
"S08000020",2020-09-01,"18-74","All Delay Reasons",626,21
"S08000020",2020-09-01,"18-74","Health and Social Care Reasons",430,14
"S08000020",2020-09-01,"18-74","Patient and Family Related Reasons",9,0
"S08000020",2020-09-01,"18-74","Code 9 AWI",81,3
"S08000020",2020-09-01,"18-74","Code 9 Non-AWI",106,4
"S08000020",2020-09-01,"75plus","All Delay Reasons",1501,50
"S08000020",2020-09-01,"75plus","Health and Social Care Reasons",1208,40
"S08000020",2020-09-01,"75plus","Patient and Family Related Reasons",4,0
"S08000020",2020-09-01,"75plus","Code 9 AWI",274,9
"S08000020",2020-09-01,"75plus","Code 9 Non-AWI",15,1
"S08000022",2020-09-01,"18plus","All Delay Reasons",2923,97
"S08000022",2020-09-01,"18plus","Health and Social Care Reasons",2350,78
"S08000022",2020-09-01,"18plus","Patient and Family Related Reasons",48,2
"S08000022",2020-09-01,"18plus","Code 9 AWI",139,5
"S08000022",2020-09-01,"18plus","Code 9 Non-AWI",386,13
"S08000022",2020-09-01,"18-74","All Delay Reasons",953,32
"S08000022",2020-09-01,"18-74","Health and Social Care Reasons",717,24
"S08000022",2020-09-01,"18-74","Patient and Family Related Reasons",2,0
"S08000022",2020-09-01,"18-74","Code 9 AWI",76,3
"S08000022",2020-09-01,"18-74","Code 9 Non-AWI",158,5
"S08000022",2020-09-01,"75plus","All Delay Reasons",1970,66
"S08000022",2020-09-01,"75plus","Health and Social Care Reasons",1633,54
"S08000022",2020-09-01,"75plus","Patient and Family Related Reasons",46,2
"S08000022",2020-09-01,"75plus","Code 9 AWI",63,2
"S08000022",2020-09-01,"75plus","Code 9 Non-AWI",228,8
"S08000024",2020-09-01,"18plus","All Delay Reasons",5382,179
"S08000024",2020-09-01,"18plus","Health and Social Care Reasons",4585,153
"S08000024",2020-09-01,"18plus","Patient and Family Related Reasons",166,6
"S08000024",2020-09-01,"18plus","Code 9 AWI",607,20
"S08000024",2020-09-01,"18plus","Code 9 Non-AWI",24,1
"S08000024",2020-09-01,"18-74","All Delay Reasons",1720,57
"S08000024",2020-09-01,"18-74","Health and Social Care Reasons",1509,50
"S08000024",2020-09-01,"18-74","Patient and Family Related Reasons",13,0
"S08000024",2020-09-01,"18-74","Code 9 AWI",198,7
"S08000024",2020-09-01,"18-74","Code 9 Non-AWI",0,0
"S08000024",2020-09-01,"75plus","All Delay Reasons",3662,122
"S08000024",2020-09-01,"75plus","Health and Social Care Reasons",3076,103
"S08000024",2020-09-01,"75plus","Patient and Family Related Reasons",153,5
"S08000024",2020-09-01,"75plus","Code 9 AWI",409,14
"S08000024",2020-09-01,"75plus","Code 9 Non-AWI",24,1
"S08000025",2020-09-01,"18plus","All Delay Reasons",122,4
"S08000025",2020-09-01,"18plus","Health and Social Care Reasons",50,2
"S08000025",2020-09-01,"18plus","Patient and Family Related Reasons",0,0
"S08000025",2020-09-01,"18plus","Code 9 AWI",72,2
"S08000025",2020-09-01,"18plus","Code 9 Non-AWI",0,0
"S08000025",2020-09-01,"18-74","All Delay Reasons",34,1
"S08000025",2020-09-01,"18-74","Health and Social Care Reasons",21,1
"S08000025",2020-09-01,"18-74","Patient and Family Related Reasons",0,0
"S08000025",2020-09-01,"18-74","Code 9 AWI",13,0
"S08000025",2020-09-01,"18-74","Code 9 Non-AWI",0,0
"S08000025",2020-09-01,"75plus","All Delay Reasons",88,3
"S08000025",2020-09-01,"75plus","Health and Social Care Reasons",29,1
"S08000025",2020-09-01,"75plus","Patient and Family Related Reasons",0,0
"S08000025",2020-09-01,"75plus","Code 9 AWI",59,2
"S08000025",2020-09-01,"75plus","Code 9 Non-AWI",0,0
"S08000026",2020-09-01,"18plus","All Delay Reasons",32,1
"S08000026",2020-09-01,"18plus","Health and Social Care Reasons",32,1
"S08000026",2020-09-01,"18plus","Patient and Family Related Reasons",0,0
"S08000026",2020-09-01,"18plus","Code 9 AWI",0,0
"S08000026",2020-09-01,"18plus","Code 9 Non-AWI",0,0
"S08000026",2020-09-01,"18-74","All Delay Reasons",8,0
"S08000026",2020-09-01,"18-74","Health and Social Care Reasons",8,0
"S08000026",2020-09-01,"18-74","Patient and Family Related Reasons",0,0
"S08000026",2020-09-01,"18-74","Code 9 AWI",0,0
"S08000026",2020-09-01,"18-74","Code 9 Non-AWI",0,0
"S08000026",2020-09-01,"75plus","All Delay Reasons",24,1
"S08000026",2020-09-01,"75plus","Health and Social Care Reasons",24,1
"S08000026",2020-09-01,"75plus","Patient and Family Related Reasons",0,0
"S08000026",2020-09-01,"75plus","Code 9 AWI",0,0
"S08000026",2020-09-01,"75plus","Code 9 Non-AWI",0,0
"S08000028",2020-09-01,"18plus","All Delay Reasons",363,12
"S08000028",2020-09-01,"18plus","Health and Social Care Reasons",172,6
"S08000028",2020-09-01,"18plus","Patient and Family Related Reasons",0,0
"S08000028",2020-09-01,"18plus","Code 9 AWI",0,0
"S08000028",2020-09-01,"18plus","Code 9 Non-AWI",191,6
"S08000028",2020-09-01,"18-74","All Delay Reasons",0,0
"S08000028",2020-09-01,"18-74","Health and Social Care Reasons",0,0
"S08000028",2020-09-01,"18-74","Patient and Family Related Reasons",0,0
"S08000028",2020-09-01,"18-74","Code 9 AWI",0,0
"S08000028",2020-09-01,"18-74","Code 9 Non-AWI",0,0
"S08000028",2020-09-01,"75plus","All Delay Reasons",363,12
"S08000028",2020-09-01,"75plus","Health and Social Care Reasons",172,6
"S08000028",2020-09-01,"75plus","Patient and Family Related Reasons",0,0
"S08000028",2020-09-01,"75plus","Code 9 AWI",0,0
"S08000028",2020-09-01,"75plus","Code 9 Non-AWI",191,6
"S08000029",2020-09-01,"18plus","All Delay Reasons",2431,81
"S08000029",2020-09-01,"18plus","Health and Social Care Reasons",1587,53
"S08000029",2020-09-01,"18plus","Patient and Family Related Reasons",0,0
"S08000029",2020-09-01,"18plus","Code 9 AWI",595,20
"S08000029",2020-09-01,"18plus","Code 9 Non-AWI",249,8
"S08000029",2020-09-01,"18-74","All Delay Reasons",812,27
"S08000029",2020-09-01,"18-74","Health and Social Care Reasons",420,14
"S08000029",2020-09-01,"18-74","Patient and Family Related Reasons",0,0
"S08000029",2020-09-01,"18-74","Code 9 AWI",203,7
"S08000029",2020-09-01,"18-74","Code 9 Non-AWI",189,6
"S08000029",2020-09-01,"75plus","All Delay Reasons",1619,54
"S08000029",2020-09-01,"75plus","Health and Social Care Reasons",1167,39
"S08000029",2020-09-01,"75plus","Patient and Family Related Reasons",0,0
"S08000029",2020-09-01,"75plus","Code 9 AWI",392,13
"S08000029",2020-09-01,"75plus","Code 9 Non-AWI",60,2
"S08000030",2020-09-01,"18plus","All Delay Reasons",1953,65
"S08000030",2020-09-01,"18plus","Health and Social Care Reasons",1060,35
"S08000030",2020-09-01,"18plus","Patient and Family Related Reasons",13,0
"S08000030",2020-09-01,"18plus","Code 9 AWI",381,13
"S08000030",2020-09-01,"18plus","Code 9 Non-AWI",499,17
"S08000030",2020-09-01,"18-74","All Delay Reasons",858,29
"S08000030",2020-09-01,"18-74","Health and Social Care Reasons",322,11
"S08000030",2020-09-01,"18-74","Patient and Family Related Reasons",2,0
"S08000030",2020-09-01,"18-74","Code 9 AWI",223,7
"S08000030",2020-09-01,"18-74","Code 9 Non-AWI",311,10
"S08000030",2020-09-01,"75plus","All Delay Reasons",1095,37
"S08000030",2020-09-01,"75plus","Health and Social Care Reasons",738,25
"S08000030",2020-09-01,"75plus","Patient and Family Related Reasons",11,0
"S08000030",2020-09-01,"75plus","Code 9 AWI",158,5
"S08000030",2020-09-01,"75plus","Code 9 Non-AWI",188,6
"S08000031",2020-09-01,"18plus","All Delay Reasons",6904,230
"S08000031",2020-09-01,"18plus","Health and Social Care Reasons",3421,114
"S08000031",2020-09-01,"18plus","Patient and Family Related Reasons",712,24
"S08000031",2020-09-01,"18plus","Code 9 AWI",2362,79
"S08000031",2020-09-01,"18plus","Code 9 Non-AWI",409,14
"S08000031",2020-09-01,"18-74","All Delay Reasons",2886,96
"S08000031",2020-09-01,"18-74","Health and Social Care Reasons",1423,47
"S08000031",2020-09-01,"18-74","Patient and Family Related Reasons",325,11
"S08000031",2020-09-01,"18-74","Code 9 AWI",729,24
"S08000031",2020-09-01,"18-74","Code 9 Non-AWI",409,14
"S08000031",2020-09-01,"75plus","All Delay Reasons",4018,134
"S08000031",2020-09-01,"75plus","Health and Social Care Reasons",1998,67
"S08000031",2020-09-01,"75plus","Patient and Family Related Reasons",387,13
"S08000031",2020-09-01,"75plus","Code 9 AWI",1633,54
"S08000031",2020-09-01,"75plus","Code 9 Non-AWI",0,0
"S08000032",2020-09-01,"18plus","All Delay Reasons",4657,155
"S08000032",2020-09-01,"18plus","Health and Social Care Reasons",3834,128
"S08000032",2020-09-01,"18plus","Patient and Family Related Reasons",20,1
"S08000032",2020-09-01,"18plus","Code 9 AWI",622,21
"S08000032",2020-09-01,"18plus","Code 9 Non-AWI",181,6
"S08000032",2020-09-01,"18-74","All Delay Reasons",1585,53
"S08000032",2020-09-01,"18-74","Health and Social Care Reasons",1182,39
"S08000032",2020-09-01,"18-74","Patient and Family Related Reasons",4,0
"S08000032",2020-09-01,"18-74","Code 9 AWI",297,10
"S08000032",2020-09-01,"18-74","Code 9 Non-AWI",102,3
"S08000032",2020-09-01,"75plus","All Delay Reasons",3072,102
"S08000032",2020-09-01,"75plus","Health and Social Care Reasons",2652,88
"S08000032",2020-09-01,"75plus","Patient and Family Related Reasons",16,1
"S08000032",2020-09-01,"75plus","Code 9 AWI",325,11
"S08000032",2020-09-01,"75plus","Code 9 Non-AWI",79,3
"S92000003",2020-09-01,"18plus","All Delay Reasons",32959,1099
"S92000003",2020-09-01,"18plus","Health and Social Care Reasons",22634,754
"S92000003",2020-09-01,"18plus","Patient and Family Related Reasons",1131,38
"S92000003",2020-09-01,"18plus","Code 9 AWI",6461,215
"S92000003",2020-09-01,"18plus","Code 9 Non-AWI",2733,91
"S92000003",2020-09-01,"18-74","All Delay Reasons",11813,394
"S92000003",2020-09-01,"18-74","Health and Social Care Reasons",7079,236
"S92000003",2020-09-01,"18-74","Patient and Family Related Reasons",441,15
"S92000003",2020-09-01,"18-74","Code 9 AWI",2478,83
"S92000003",2020-09-01,"18-74","Code 9 Non-AWI",1815,61
"S92000003",2020-09-01,"75plus","All Delay Reasons",21146,705
"S92000003",2020-09-01,"75plus","Health and Social Care Reasons",15555,519
"S92000003",2020-09-01,"75plus","Patient and Family Related Reasons",690,23
"S92000003",2020-09-01,"75plus","Code 9 AWI",3983,133
"S92000003",2020-09-01,"75plus","Code 9 Non-AWI",918,31
"S08000015",2020-10-01,"18plus","All Delay Reasons",2415,78
"S08000015",2020-10-01,"18plus","Health and Social Care Reasons",1483,48
"S08000015",2020-10-01,"18plus","Patient and Family Related Reasons",75,2
"S08000015",2020-10-01,"18plus","Code 9 AWI",625,20
"S08000015",2020-10-01,"18plus","Code 9 Non-AWI",232,7
"S08000015",2020-10-01,"18-74","All Delay Reasons",981,32
"S08000015",2020-10-01,"18-74","Health and Social Care Reasons",432,14
"S08000015",2020-10-01,"18-74","Patient and Family Related Reasons",34,1
"S08000015",2020-10-01,"18-74","Code 9 AWI",291,9
"S08000015",2020-10-01,"18-74","Code 9 Non-AWI",224,7
"S08000015",2020-10-01,"75plus","All Delay Reasons",1434,46
"S08000015",2020-10-01,"75plus","Health and Social Care Reasons",1051,34
"S08000015",2020-10-01,"75plus","Patient and Family Related Reasons",41,1
"S08000015",2020-10-01,"75plus","Code 9 AWI",334,11
"S08000015",2020-10-01,"75plus","Code 9 Non-AWI",8,0
"S08000016",2020-10-01,"18plus","All Delay Reasons",816,26
"S08000016",2020-10-01,"18plus","Health and Social Care Reasons",651,21
"S08000016",2020-10-01,"18plus","Patient and Family Related Reasons",30,1
"S08000016",2020-10-01,"18plus","Code 9 AWI",124,4
"S08000016",2020-10-01,"18plus","Code 9 Non-AWI",11,0
"S08000016",2020-10-01,"18-74","All Delay Reasons",216,7
"S08000016",2020-10-01,"18-74","Health and Social Care Reasons",216,7
"S08000016",2020-10-01,"18-74","Patient and Family Related Reasons",0,0
"S08000016",2020-10-01,"18-74","Code 9 AWI",0,0
"S08000016",2020-10-01,"18-74","Code 9 Non-AWI",0,0
"S08000016",2020-10-01,"75plus","All Delay Reasons",600,19
"S08000016",2020-10-01,"75plus","Health and Social Care Reasons",435,14
"S08000016",2020-10-01,"75plus","Patient and Family Related Reasons",30,1
"S08000016",2020-10-01,"75plus","Code 9 AWI",124,4
"S08000016",2020-10-01,"75plus","Code 9 Non-AWI",11,0
"S08000017",2020-10-01,"18plus","All Delay Reasons",1089,35
"S08000017",2020-10-01,"18plus","Health and Social Care Reasons",746,24
"S08000017",2020-10-01,"18plus","Patient and Family Related Reasons",36,1
"S08000017",2020-10-01,"18plus","Code 9 AWI",142,5
"S08000017",2020-10-01,"18plus","Code 9 Non-AWI",165,5
"S08000017",2020-10-01,"18-74","All Delay Reasons",521,17
"S08000017",2020-10-01,"18-74","Health and Social Care Reasons",327,11
"S08000017",2020-10-01,"18-74","Patient and Family Related Reasons",0,0
"S08000017",2020-10-01,"18-74","Code 9 AWI",44,1
"S08000017",2020-10-01,"18-74","Code 9 Non-AWI",150,5
"S08000017",2020-10-01,"75plus","All Delay Reasons",568,18
"S08000017",2020-10-01,"75plus","Health and Social Care Reasons",419,14
"S08000017",2020-10-01,"75plus","Patient and Family Related Reasons",36,1
"S08000017",2020-10-01,"75plus","Code 9 AWI",98,3
"S08000017",2020-10-01,"75plus","Code 9 Non-AWI",15,0
"S08000019",2020-10-01,"18plus","All Delay Reasons",2560,83
"S08000019",2020-10-01,"18plus","Health and Social Care Reasons",1564,50
"S08000019",2020-10-01,"18plus","Patient and Family Related Reasons",23,1
"S08000019",2020-10-01,"18plus","Code 9 AWI",531,17
"S08000019",2020-10-01,"18plus","Code 9 Non-AWI",442,14
"S08000019",2020-10-01,"18-74","All Delay Reasons",1110,36
"S08000019",2020-10-01,"18-74","Health and Social Care Reasons",516,17
"S08000019",2020-10-01,"18-74","Patient and Family Related Reasons",15,0
"S08000019",2020-10-01,"18-74","Code 9 AWI",322,10
"S08000019",2020-10-01,"18-74","Code 9 Non-AWI",257,8
"S08000019",2020-10-01,"75plus","All Delay Reasons",1450,47
"S08000019",2020-10-01,"75plus","Health and Social Care Reasons",1048,34
"S08000019",2020-10-01,"75plus","Patient and Family Related Reasons",8,0
"S08000019",2020-10-01,"75plus","Code 9 AWI",209,7
"S08000019",2020-10-01,"75plus","Code 9 Non-AWI",185,6
"S08000020",2020-10-01,"18plus","All Delay Reasons",1883,61
"S08000020",2020-10-01,"18plus","Health and Social Care Reasons",1422,46
"S08000020",2020-10-01,"18plus","Patient and Family Related Reasons",13,0
"S08000020",2020-10-01,"18plus","Code 9 AWI",359,12
"S08000020",2020-10-01,"18plus","Code 9 Non-AWI",89,3
"S08000020",2020-10-01,"18-74","All Delay Reasons",600,19
"S08000020",2020-10-01,"18-74","Health and Social Care Reasons",425,14
"S08000020",2020-10-01,"18-74","Patient and Family Related Reasons",0,0
"S08000020",2020-10-01,"18-74","Code 9 AWI",99,3
"S08000020",2020-10-01,"18-74","Code 9 Non-AWI",76,2
"S08000020",2020-10-01,"75plus","All Delay Reasons",1283,41
"S08000020",2020-10-01,"75plus","Health and Social Care Reasons",997,32
"S08000020",2020-10-01,"75plus","Patient and Family Related Reasons",13,0
"S08000020",2020-10-01,"75plus","Code 9 AWI",260,8
