"lhb22_code","lhb22_name","date","pathway_stage","waits_over_18_weeks","waits_over_53_weeks","total_waits"
"W11000025","Hywel Dda LHB",2021-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",8719,1948,17532
"W11000024","Powys Teaching LHB",2021-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",119,5,330
"W11000028","Aneurin Bevan LHB",2021-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2640,571,5027
"W11000029","Cardiff and Vale University LHB",2021-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",13189,5503,19455
"W11000031","Swansea Bay University Health Board",2021-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4309,1909,6590
"W11000030","Cwm Taf Morgannwg University Health Board",2021-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4489,1354,8439
"W11000023","Betsi Cadwaladr University LHB",2021-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",7216,3765,10648
"W11000025","Hywel Dda LHB",2021-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",8570,2222,17269
"W11000024","Powys Teaching LHB",2021-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",80,1,248
"W11000028","Aneurin Bevan LHB",2021-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3102,842,5546
"W11000029","Cardiff and Vale University LHB",2021-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",13746,5739,19885
"W11000031","Swansea Bay University Health Board",2021-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4771,2105,7458
"W11000030","Cwm Taf Morgannwg University Health Board",2021-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4860,1455,8827
"W11000023","Betsi Cadwaladr University LHB",2022-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",7455,3908,11164
"W11000025","Hywel Dda LHB",2022-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",7487,1613,15735
"W11000024","Powys Teaching LHB",2022-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",102,2,254
"W11000028","Aneurin Bevan LHB",2022-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3248,933,5880
"W11000029","Cardiff and Vale University LHB",2022-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",14331,6036,20919
"W11000030","Cwm Taf Morgannwg University Health Board",2022-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5094,1341,9492
"W11000031","Swansea Bay University Health Board",2022-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5022,2165,8086
"W11000023","Betsi Cadwaladr University LHB",2022-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",7722,3843,11741
"W11000025","Hywel Dda LHB",2022-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3870,1319,11415
"W11000024","Powys Teaching LHB",2022-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",59,2,269
"W11000028","Aneurin Bevan LHB",2022-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3198,820,6349
"W11000029","Cardiff and Vale University LHB",2022-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",15178,6483,21711
"W11000031","Swansea Bay University Health Board",2022-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4979,2235,8245
"W11000030","Cwm Taf Morgannwg University Health Board",2022-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5178,1336,9757
"W11000023","Betsi Cadwaladr University LHB",2022-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",7904,3958,11963
"W11000025","Hywel Dda LHB",2022-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3947,1476,11401
"W11000029","Cardiff and Vale University LHB",2022-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",16633,7417,23274
"W11000031","Swansea Bay University Health Board",2022-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5171,2215,8430
"W11000024","Powys Teaching LHB",2022-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",62,NA,257
"W11000028","Aneurin Bevan LHB",2022-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3150,833,6567
"W11000030","Cwm Taf Morgannwg University Health Board",2022-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5544,1482,10333
"W11000023","Betsi Cadwaladr University LHB",2022-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",8108,4108,11957
"W11000025","Hywel Dda LHB",2022-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3943,1496,10899
"W11000024","Powys Teaching LHB",2022-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",44,NA,205
"W11000028","Aneurin Bevan LHB",2022-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3057,831,6094
"W11000029","Cardiff and Vale University LHB",2022-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",17402,7971,24128
"W11000031","Swansea Bay University Health Board",2022-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5055,2277,7801
"W11000030","Cwm Taf Morgannwg University Health Board",2022-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5589,1495,10193
"W11000023","Betsi Cadwaladr University LHB",2022-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",9888,5318,15348
"W11000025","Hywel Dda LHB",2022-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4415,1573,12364
"W11000024","Powys Teaching LHB",2022-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",55,NA,232
"W11000028","Aneurin Bevan LHB",2022-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3013,803,6112
"W11000029","Cardiff and Vale University LHB",2022-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",18528,8755,25826
"W11000030","Cwm Taf Morgannwg University Health Board",2022-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5353,1628,10144
"W11000031","Swansea Bay University Health Board",2022-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5269,2306,7841
"W11000023","Betsi Cadwaladr University LHB",2022-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",10198,5112,15886
"W11000025","Hywel Dda LHB",2022-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4877,1745,13754
"W11000024","Powys Teaching LHB",2022-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",61,NA,223
"W11000028","Aneurin Bevan LHB",2022-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3416,752,6531
"W11000029","Cardiff and Vale University LHB",2022-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",17695,8449,24342
"W11000031","Swansea Bay University Health Board",2022-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5201,1923,7563
"W11000030","Cwm Taf Morgannwg University Health Board",2022-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5213,1593,9869
"W11000023","Betsi Cadwaladr University LHB",2022-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",10602,5341,16200
"W11000025","Hywel Dda LHB",2022-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5954,1988,15290
"W11000029","Cardiff and Vale University LHB",2022-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",18588,8897,25333
"W11000024","Powys Teaching LHB",2022-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",78,NA,241
"W11000028","Aneurin Bevan LHB",2022-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3569,782,6441
"W11000030","Cwm Taf Morgannwg University Health Board",2022-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5395,1691,9821
