"trust18_code","date","hospital","programme_of_care","specialty","total_available_beds","average_available_beds","total_occupied_beds","average_occupied_beds","total_inpatients","total_day_case","elective_inpatient","non_elective_inpatient","regular_attenders"
"SEHSCT",2014-09-30,"Ulster","Maternity & Child Health","Well Babies Obs",3185,35,1591,17,973,0,0,0,0
"SEHSCT",2014-09-30,"Ulster MHU","Mental Health","Mental Illness",2208,24,2248,24,43,0,0,0,0
"SHSCT",2014-09-30,"Banbridge","Acute Services","Rheumatology",0,0,0,0,0,364,0,0,0
"SHSCT",2014-09-30,"Bluestone","Elderly Care","Old Age Psychiatry",1288,14,1763,19,42,0,0,0,0
"SHSCT",2014-09-30,"Bluestone","Learning Disability","Learning Disability",920,10,767,8,6,0,0,0,0
"SHSCT",2014-09-30,"Bluestone","Mental Health","Mental Illness",6440,70,5009,54,268,0,0,0,0
"SHSCT",2014-09-30,"Craigavon Area","Acute Services","Accident & Emergency",495,5,321,4,411,0,0,411,0
"SHSCT",2014-09-30,"Craigavon Area","Acute Services","Anaesthetics",744,8,587,6,45,0,1,44,0
"SHSCT",2014-09-30,"Craigavon Area","Acute Services","Cardiology",2703,29,2591,28,453,446,29,424,0
"SHSCT",2014-09-30,"Craigavon Area","Acute Services","Clinical Oncology",0,0,0,0,0,642,0,0,492
"SHSCT",2014-09-30,"Craigavon Area","Acute Services","Dermatology",12,0,11,0,5,230,4,1,0
"SHSCT",2014-09-30,"Craigavon Area","Acute Services","Ear Nose Throat",1015,11,689,8,473,304,310,163,0
"SHSCT",2014-09-30,"Craigavon Area","Acute Services","Gastroenterology",14,0,14,0,11,393,11,0,0
"SHSCT",2014-09-30,"Craigavon Area","Acute Services","General Medicine",9791,106,8831,96,1826,128,16,1810,0
"SHSCT",2014-09-30,"Craigavon Area","Acute Services","General Surgery",6441,70,5441,59,1239,527,258,981,0
"SHSCT",2014-09-30,"Craigavon Area","Acute Services","Gynaecology",732,8,492,5,344,220,162,182,0
"SHSCT",2014-09-30,"Craigavon Area","Acute Services","Haematology Clinical",654,7,621,7,72,529,24,48,302
"SHSCT",2014-09-30,"Craigavon Area","Acute Services","Medical Oncology",0,0,0,0,0,104,0,0,80
"SHSCT",2014-09-30,"Craigavon Area","Acute Services","Neurology",0,0,0,0,0,156,0,0,0
"SHSCT",2014-09-30,"Craigavon Area","Acute Services","Oral Surgery",0,0,0,0,0,21,0,0,0
"SHSCT",2014-09-30,"Craigavon Area","Acute Services","Paediatrics",2755,30,1818,20,444,8,2,442,0
"SHSCT",2014-09-30,"Craigavon Area","Acute Services","Rheumatology",0,0,0,0,0,354,0,0,0
"SHSCT",2014-09-30,"Craigavon Area","Acute Services","Thoracic Medicine",18,0,18,0,7,92,7,0,0
"SHSCT",2014-09-30,"Craigavon Area","Acute Services","Trauma & Orthopaedics Surgery",3106,34,2374,26,485,120,176,309,0
"SHSCT",2014-09-30,"Craigavon Area","Acute Services","Urology",2102,23,1885,21,467,780,243,224,55
"SHSCT",2014-09-30,"Craigavon Area","Elderly Care","Geriatric Medicine",3448,38,3184,35,494,0,0,0,0
"SHSCT",2014-09-30,"Craigavon Area","Maternity & Child Health","Obstetrics",4212,46,2764,30,1207,0,0,0,0
"SHSCT",2014-09-30,"Craigavon Area","Maternity & Child Health","Well Babies Paed",2850,31,1580,17,965,0,0,0,0
"SHSCT",2014-09-30,"Daisy Hill","Acute Services","Cardiology",634,7,568,6,123,13,2,121,0
"SHSCT",2014-09-30,"Daisy Hill","Acute Services","Dermatology",0,0,0,0,0,15,0,0,0
"SHSCT",2014-09-30,"Daisy Hill","Acute Services","Ear Nose Throat",5,0,5,0,11,135,10,1,0
"SHSCT",2014-09-30,"Daisy Hill","Acute Services","Gastroenterology",4,0,4,0,3,265,3,0,0
"SHSCT",2014-09-30,"Daisy Hill","Acute Services","General Medicine",6694,73,6259,68,1162,171,21,1141,0
"SHSCT",2014-09-30,"Daisy Hill","Acute Services","General Practice Other",0,0,0,0,0,182,0,0,0
"SHSCT",2014-09-30,"Daisy Hill","Acute Services","General Surgery",3469,38,2435,27,777,672,176,601,0
"SHSCT",2014-09-30,"Daisy Hill","Acute Services","Gynaecology",516,6,265,3,149,76,79,70,0
"SHSCT",2014-09-30,"Daisy Hill","Acute Services","Haematology Clinical",0,0,0,0,0,14,0,0,0
"SHSCT",2014-09-30,"Daisy Hill","Acute Services","Nephrology",430,5,430,5,55,3372,5,50,3352
"SHSCT",2014-09-30,"Daisy Hill","Acute Services","Oral Surgery",0,0,0,0,0,9,0,0,0
"SHSCT",2014-09-30,"Daisy Hill","Acute Services","Paediatrics",1566,17,788,9,268,2,18,250,0
"SHSCT",2014-09-30,"Daisy Hill","Acute Services","Thoracic Medicine",22,0,22,0,7,36,1,6,0
"SHSCT",2014-09-30,"Daisy Hill","Elderly Care","Geriatric Medicine",1955,21,1775,19,123,0,0,0,0
"SHSCT",2014-09-30,"Daisy Hill","Maternity & Child Health","Obstetrics",1820,20,1297,14,568,0,0,0,0
"SHSCT",2014-09-30,"Daisy Hill","Maternity & Child Health","Well Babies Paed",1703,19,858,9,464,0,0,0,0
"SHSCT",2014-09-30,"Lurgan","Elderly Care","Geriatric Medicine",4698,51,4368,48,214,0,0,0,0
"SHSCT",2014-09-30,"South Tyrone","Acute Services","Ear Nose Throat",0,0,0,0,0,23,0,0,0
"SHSCT",2014-09-30,"South Tyrone","Acute Services","Gastroenterology",0,0,0,0,0,322,0,0,0
"SHSCT",2014-09-30,"South Tyrone","Acute Services","General Practice Other",0,0,0,0,0,215,0,0,0
"SHSCT",2014-09-30,"South Tyrone","Acute Services","General Surgery",0,0,0,0,0,429,0,0,0
"SHSCT",2014-09-30,"South Tyrone","Acute Services","Gynaecology",0,0,0,0,0,62,0,0,0
"SHSCT",2014-09-30,"South Tyrone","Acute Services","Ophthalmology",0,0,0,0,0,170,0,0,0
"SHSCT",2014-09-30,"South Tyrone","Acute Services","Pain Management",0,0,0,0,0,186,0,0,0
"SHSCT",2014-09-30,"South Tyrone","Acute Services","Rheumatology",0,0,0,0,0,27,0,0,0
"SHSCT",2014-09-30,"South Tyrone","Acute Services","Trauma & Orthopaedics Surgery",0,0,0,0,0,25,0,0,0
"SHSCT",2014-09-30,"South Tyrone","Acute Services","Urology",0,0,0,0,0,51,0,0,0
"SHSCT",2014-09-30,"South Tyrone","Elderly Care","Geriatric Medicine",3420,37,2726,30,158,0,0,0,0
"SHSCT",2014-09-30,"St Lukes","Elderly Care","Old Age Psychiatry",2208,24,1761,19,38,0,0,0,0
"SHSCT",2014-09-30,"St Lukes","Mental Health","Mental Illness",980,11,337,4,24,0,0,0,0
"WHSCT",2014-09-30,"Altnagelvin Area","Acute Services","Anaesthetics",934,10,538,6,33,0,1,32,0
"WHSCT",2014-09-30,"Altnagelvin Area","Acute Services","Cardiology",2549,28,1947,21,686,89,133,553,0
"WHSCT",2014-09-30,"Altnagelvin Area","Acute Services","Clinical Oncology",0,0,0,0,0,516,0,0,421
"WHSCT",2014-09-30,"Altnagelvin Area","Acute Services","Dermatology",395,4,206,2,39,0,29,10,0
"WHSCT",2014-09-30,"Altnagelvin Area","Acute Services","Ear Nose Throat",939,10,708,8,427,109,300,127,0
"WHSCT",2014-09-30,"Altnagelvin Area","Acute Services","General Medicine",12812,139,11041,120,2293,1801,174,2119,2
"WHSCT",2014-09-30,"Altnagelvin Area","Acute Services","General Practice Other",1,0,1,0,1,187,1,0,0
"WHSCT",2014-09-30,"Altnagelvin Area","Acute Services","General Surgery",5677,62,4841,53,1258,586,283,975,0
"WHSCT",2014-09-30,"Altnagelvin Area","Acute Services","Gynaecology",1131,12,717,8,369,153,248,121,0
"WHSCT",2014-09-30,"Altnagelvin Area","Acute Services","Haematology Clinical",716,8,682,7,112,606,39,73,261
"WHSCT",2014-09-30,"Altnagelvin Area","Acute Services","Nephrology",241,3,230,3,44,2086,15,29,2085
"WHSCT",2014-09-30,"Altnagelvin Area","Acute Services","Neurology",0,0,0,0,0,56,0,0,0
"WHSCT",2014-09-30,"Altnagelvin Area","Acute Services","Ophthalmology",166,2,124,1,35,702,12,23,0
"WHSCT",2014-09-30,"Altnagelvin Area","Acute Services","Oral Surgery",433,5,219,2,162,590,91,71,0
"WHSCT",2014-09-30,"Altnagelvin Area","Acute Services","Paediatrics",4610,50,1823,20,810,56,75,735,0
"WHSCT",2014-09-30,"Altnagelvin Area","Acute Services","Pain Management",0,0,0,0,0,106,0,0,0
"WHSCT",2014-09-30,"Altnagelvin Area","Acute Services","Radiology",0,0,0,0,0,25,0,0,0
"WHSCT",2014-09-30,"Altnagelvin Area","Acute Services","Trauma & Orthopaedics Surgery",5092,55,3807,41,804,107,332,472,0
"WHSCT",2014-09-30,"Altnagelvin Area","Acute Services","Urology",1020,11,732,8,275,534,202,73,0
"WHSCT",2014-09-30,"Altnagelvin Area","Elderly Care","Geriatric Medicine",3253,35,3191,35,248,0,0,0,0
"WHSCT",2014-09-30,"Altnagelvin Area","Maternity & Child Health","Obstetrics",3554,39,2212,24,918,0,0,0,0
"WHSCT",2014-09-30,"Altnagelvin Area","Maternity & Child Health","Well Babies Paed",1229,13,1229,13,742,0,0,0,0
"WHSCT",2014-09-30,"Altnagelvin Area","Mental Health","Mental Illness",0,0,0,0,0,44,0,0,0
"WHSCT",2014-09-30,"Gransha","Elderly Care","Old Age Psychiatry",1656,18,460,5,0,0,0,0,0
"WHSCT",2014-09-30,"Gransha","Mental Health","Mental Illness",4048,44,3583,39,158,0,0,0,0
"WHSCT",2014-09-30,"Lakeview","Learning Disability","Learning Disability",1840,20,1152,13,21,0,0,0,0
"WHSCT",2014-09-30,"South West Acute","Acute Services","Anaesthetics",550,6,380,4,20,0,1,19,0
"WHSCT",2014-09-30,"South West Acute","Acute Services","Cardiology",815,9,656,7,162,20,12,150,0
"WHSCT",2014-09-30,"South West Acute","Acute Services","General Medicine",5484,60,5093,55,1100,329,33,1067,0
"WHSCT",2014-09-30,"South West Acute","Acute Services","General Practice Other",0,0,0,0,0,73,0,0,0
"WHSCT",2014-09-30,"South West Acute","Acute Services","General Surgery",3678,40,3002,33,788,390,170,618,0
"WHSCT",2014-09-30,"South West Acute","Acute Services","Gynaecology",502,6,252,3,167,156,81,86,0
"WHSCT",2014-09-30,"South West Acute","Acute Services","Nephrology",2,0,2,0,0,0,0,0,0
"WHSCT",2014-09-30,"South West Acute","Acute Services","Ophthalmology",0,0,0,0,0,60,0,0,0
"WHSCT",2014-09-30,"South West Acute","Acute Services","Paediatrics",1766,19,635,7,294,0,11,283,0
"WHSCT",2014-09-30,"South West Acute","Acute Services","Rehabilitation",310,3,310,3,12,0,0,12,0
"WHSCT",2014-09-30,"South West Acute","Elderly Care","Geriatric Medicine",4561,50,4054,44,254,0,0,0,0
"WHSCT",2014-09-30,"South West Acute","Maternity & Child Health","Obstetrics",1491,16,914,10,436,0,0,0,0
"WHSCT",2014-09-30,"South West Acute","Maternity & Child Health","Well Babies Paed",513,6,513,6,316,0,0,0,0
"WHSCT",2014-09-30,"Tyrone and Fermanagh","Elderly Care","Old Age Psychiatry",3680,40,2096,23,18,0,0,0,0
"WHSCT",2014-09-30,"Tyrone and Fermanagh","Mental Health","Mental Illness",5428,59,4324,47,122,0,0,0,0
"WHSCT",2014-09-30,"Tyrone County","Acute Services","Cardiology",368,4,56,1,802,9,5,797,0
"WHSCT",2014-09-30,"Tyrone County","Acute Services","Clinical Oncology",0,0,0,0,0,16,0,0,0
"WHSCT",2014-09-30,"Tyrone County","Acute Services","Ear Nose Throat",0,0,0,0,0,58,0,0,0
"WHSCT",2014-09-30,"Tyrone County","Acute Services","General Medicine",0,0,0,0,1,128,0,1,0
"WHSCT",2014-09-30,"Tyrone County","Acute Services","General Surgery",0,0,0,0,0,698,0,0,0
"WHSCT",2014-09-30,"Tyrone County","Acute Services","Gynaecology",0,0,0,0,0,73,0,0,0
"WHSCT",2014-09-30,"Tyrone County","Acute Services","Haematology Clinical",0,0,0,0,0,5,0,0,0
"WHSCT",2014-09-30,"Tyrone County","Acute Services","Nephrology",0,0,0,0,0,2092,0,0,2092
"WHSCT",2014-09-30,"Tyrone County","Acute Services","Ophthalmology",0,0,0,0,0,160,0,0,0
"WHSCT",2014-09-30,"Tyrone County","Acute Services","Pain Management",0,0,0,0,0,110,0,0,0
"WHSCT",2014-09-30,"Tyrone County","Acute Services","Palliative Medicine",920,10,602,7,34,0,19,15,0
"WHSCT",2014-09-30,"Tyrone County","Acute Services","Rehabilitation",2760,30,2178,24,112,0,2,110,0
"WHSCT",2014-09-30,"Tyrone County","Acute Services","Urology",0,0,0,0,0,132,0,0,0
"WHSCT",2014-09-30,"Tyrone County","Mental Health","Mental Illness",0,0,0,0,0,8,0,0,0
"WHSCT",2014-09-30,"Waterside","Elderly Care","Geriatric Medicine",4416,48,4131,45,158,0,0,0,0
"WHSCT",2014-09-30,"Waterside","Elderly Care","Old Age Psychiatry",1656,18,1352,15,22,0,0,0,0
"BHSCT",2014-12-31,"Beechcroft","Mental Health","Child & Adolescent Psychiatry",2300,25,2605,28,38,0,0,0,0
"BHSCT",2014-12-31,"Belfast City","Acute Services","Anaesthetics",0,0,0,0,0,35,0,0,0
"BHSCT",2014-12-31,"Belfast City","Acute Services","Cardiology",3175,35,2222,24,719,319,212,507,0
"BHSCT",2014-12-31,"Belfast City","Acute Services","Clinical Oncology",241,3,241,3,43,0,7,36,0
"BHSCT",2014-12-31,"Belfast City","Acute Services","Dermatology",691,8,463,5,44,0,43,1,0
"BHSCT",2014-12-31,"Belfast City","Acute Services","Endocrinology",112,1,112,1,4,0,0,4,0
"BHSCT",2014-12-31,"Belfast City","Acute Services","Gastroenterology",1606,18,1606,18,181,843,46,135,0
"BHSCT",2014-12-31,"Belfast City","Acute Services","General Medicine",2243,24,916,10,119,44,6,113,0
"BHSCT",2014-12-31,"Belfast City","Acute Services","General Surgery",4523,49,3928,43,516,585,430,86,0
"BHSCT",2014-12-31,"Belfast City","Acute Services","Gynaecology",1908,21,1567,17,446,474,351,95,0
"BHSCT",2014-12-31,"Belfast City","Acute Services","Haematology Clinical",2747,30,2699,29,157,1729,59,98,0
"BHSCT",2014-12-31,"Belfast City","Acute Services","Medical Oncology",98,1,98,1,22,0,1,21,0
"BHSCT",2014-12-31,"Belfast City","Acute Services","Nephrology",5080,55,2631,29,294,6917,216,78,6768
"BHSCT",2014-12-31,"Belfast City","Acute Services","Neurology",0,0,0,0,1,0,0,1,0
"BHSCT",2014-12-31,"Belfast City","Acute Services","Pain Management",0,0,0,0,1,244,1,0,0
"BHSCT",2014-12-31,"Belfast City","Acute Services","Plastic Surgery",17,0,17,0,8,1,8,0,0
"BHSCT",2014-12-31,"Belfast City","Acute Services","Radiology",0,0,0,0,1,21,1,0,0
"BHSCT",2014-12-31,"Belfast City","Acute Services","Thoracic Medicine",4559,50,3415,37,407,94,107,300,0
"BHSCT",2014-12-31,"Belfast City","Acute Services","Thoracic Surgery",52,1,52,1,9,0,9,0,0
"BHSCT",2014-12-31,"Belfast City","Acute Services","Trauma & Orthopaedics Surgery",0,0,0,0,13,0,0,13,0
"BHSCT",2014-12-31,"Belfast City","Acute Services","Urology",3479,38,2509,27,687,1743,427,260,0
"BHSCT",2014-12-31,"Belfast City","Elderly Care","Geriatric Medicine",10581,115,7268,79,626,0,0,0,0
"BHSCT",2014-12-31,"Knockbracken","Elderly Care","Old Age Psychiatry",1840,20,1290,14,6,0,0,0,0
"BHSCT",2014-12-31,"Knockbracken","Mental Health","Forensic Psychiatry",3128,34,3128,34,4,0,0,0,0
"BHSCT",2014-12-31,"Knockbracken","Mental Health","Mental Illness",8038,87,7834,85,44,0,0,0,0
"BHSCT",2014-12-31,"Mater Infirmorum","Acute Services","Accident & Emergency",539,6,401,4,151,0,0,151,0
"BHSCT",2014-12-31,"Mater Infirmorum","Acute Services","Cardiology",1450,16,1405,15,277,22,2,275,0
"BHSCT",2014-12-31,"Mater Infirmorum","Acute Services","Endocrinology",870,10,870,10,178,0,0,178,0
"BHSCT",2014-12-31,"Mater Infirmorum","Acute Services","Gastroenterology",1465,16,1465,16,207,307,25,182,0
"BHSCT",2014-12-31,"Mater Infirmorum","Acute Services","General Medicine",4912,53,4175,45,697,46,5,692,0
"BHSCT",2014-12-31,"Mater Infirmorum","Acute Services","General Surgery",2038,22,1859,20,216,320,156,60,0
"BHSCT",2014-12-31,"Mater Infirmorum","Acute Services","Ophthalmology",307,3,307,3,2,996,2,0,0
"BHSCT",2014-12-31,"Mater Infirmorum","Acute Services","Oral Surgery",0,0,0,0,0,87,0,0,0
"BHSCT",2014-12-31,"Mater Infirmorum","Acute Services","Pain Management",5,0,5,0,0,54,0,0,0
"BHSCT",2014-12-31,"Mater Infirmorum","Acute Services","Thoracic Medicine",3562,39,3562,39,401,31,12,389,0
"BHSCT",2014-12-31,"Mater Infirmorum","Acute Services","Urology",0,0,0,0,2,97,1,1,0
"BHSCT",2014-12-31,"Mater Infirmorum","Elderly Care","Geriatric Medicine",1331,15,1283,14,161,0,0,0,0
"BHSCT",2014-12-31,"Mater Infirmorum","Elderly Care","Old Age Psychiatry",486,5,486,5,5,0,0,0,0
"BHSCT",2014-12-31,"Mater Infirmorum","Mental Health","Mental Illness",4503,49,4399,48,93,32,0,0,0
"BHSCT",2014-12-31,"Muckamore Abbey","Learning Disability","Learning Disability",12546,136,11852,129,43,0,0,0,0
"BHSCT",2014-12-31,"Musgrave Park","Acute Services","Neurology",2107,23,1905,21,103,7,102,1,0
"BHSCT",2014-12-31,"Musgrave Park","Acute Services","Pain Management",0,0,0,0,0,55,0,0,0
"BHSCT",2014-12-31,"Musgrave Park","Acute Services","Rehabilitation",4406,48,3639,40,98,293,48,50,0
"BHSCT",2014-12-31,"Musgrave Park","Acute Services","Rheumatology",1550,17,947,10,132,24,99,33,0
"BHSCT",2014-12-31,"Musgrave Park","Acute Services","Trauma & Orthopaedics Surgery",9033,98,6267,68,1452,836,1340,112,0
"BHSCT",2014-12-31,"Musgrave Park","Elderly Care","Geriatric Medicine",5968,65,5856,64,156,0,0,0,0
"BHSCT",2014-12-31,"NI Cancer Centre","Acute Services","Clinical Oncology",3598,39,3598,39,439,1291,254,185,799
"BHSCT",2014-12-31,"NI Cancer Centre","Acute Services","Dermatology",6,0,6,0,0,0,0,0,0
"BHSCT",2014-12-31,"NI Cancer Centre","Acute Services","General Surgery",4,0,4,0,0,0,0,0,0
"BHSCT",2014-12-31,"NI Cancer Centre","Acute Services","Haematology Clinical",1037,11,1037,11,162,51,36,126,0
"BHSCT",2014-12-31,"NI Cancer Centre","Acute Services","Medical Oncology",1761,19,1457,16,215,1616,50,165,1119
"BHSCT",2014-12-31,"NI Cancer Centre","Acute Services","Radiology",7,0,7,0,2,0,2,0,0
"BHSCT",2014-12-31,"RBHSC","Acute Services","Accident & Emergency",285,3,0,0,0,0,0,0,0
"BHSCT",2014-12-31,"RBHSC","Acute Services","Anaesthetics",1098,12,849,9,22,0,3,19,0
"BHSCT",2014-12-31,"RBHSC","Acute Services","Cardiology",484,5,484,5,92,45,58,34,0
"BHSCT",2014-12-31,"RBHSC","Acute Services","Ear Nose Throat",48,1,48,1,40,49,22,18,0
"BHSCT",2014-12-31,"RBHSC","Acute Services","Haematology Clinical",236,3,236,3,36,268,31,5,0
"BHSCT",2014-12-31,"RBHSC","Acute Services","Medical Oncology",442,5,442,5,61,85,53,8,0
"BHSCT",2014-12-31,"RBHSC","Acute Services","Nephrology",169,2,169,2,18,168,11,7,0
"BHSCT",2014-12-31,"RBHSC","Acute Services","Neurosurgery",202,2,202,2,39,3,12,27,0
"BHSCT",2014-12-31,"RBHSC","Acute Services","Ophthalmology",11,0,11,0,9,2,6,3,0
"BHSCT",2014-12-31,"RBHSC","Acute Services","Paediatric Dentistry",1,0,1,0,1,97,1,0,0
"BHSCT",2014-12-31,"RBHSC","Acute Services","Paediatric Neurology",360,4,360,4,54,4,25,29,0
"BHSCT",2014-12-31,"RBHSC","Acute Services","Paediatric Surgery",684,7,684,7,249,156,69,180,0
"BHSCT",2014-12-31,"RBHSC","Acute Services","Paediatrics",4132,45,3277,36,1068,120,105,963,0
"BHSCT",2014-12-31,"RBHSC","Acute Services","Plastic Surgery",178,2,178,2,54,97,34,20,0
"BHSCT",2014-12-31,"RBHSC","Acute Services","Trauma & Orthopaedics Surgery",353,4,353,4,145,36,55,90,0
"BHSCT",2014-12-31,"Royal Maternity","Acute Services","Paediatrics",4140,45,2836,31,124,0,0,124,0
"BHSCT",2014-12-31,"Royal Maternity","Maternity & Child Health","Obstetrics",4510,49,4337,47,1812,207,0,0,0
"BHSCT",2014-12-31,"Royal Maternity","Maternity & Child Health","Well Babies Paed",2760,30,1393,15,1051,0,0,0,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Accident & Emergency",852,9,595,7,726,0,0,726,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Anaesthetics",2446,27,2139,23,82,0,5,77,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Cardiac Surgery",3580,39,2836,31,260,0,165,95,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Cardiology",5194,57,4121,45,1144,435,450,694,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Dermatology",0,0,0,0,0,50,0,0,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Ear Nose Throat",2530,28,1626,18,545,548,388,157,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Endocrinology",1123,12,1046,11,198,59,38,160,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Gastroenterology",2893,31,2756,30,588,1722,60,528,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","General Medicine",8976,98,7162,78,1405,369,13,1392,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","General Surgery",10992,120,9358,102,1499,342,276,1223,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Genito-Urinary Medicine",155,2,155,2,9,0,1,8,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Gynaecology",0,0,0,0,0,2,0,0,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Infectious Diseases",459,5,323,4,32,0,3,29,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Neurology",2069,23,2028,22,209,234,101,108,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Neurosurgery",3040,33,2936,32,367,63,195,172,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Ophthalmology",2115,23,1409,15,255,1661,160,95,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Oral Surgery",341,4,15,0,16,21,16,0,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Plastic Surgery",514,6,416,5,62,75,47,15,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Radiology",0,0,0,0,1,46,1,0,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Restorative Dentistry",0,0,0,0,4,12,4,0,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Thoracic Medicine",4522,49,3430,37,662,12,5,657,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Thoracic Surgery",1580,17,1384,15,253,79,193,60,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Trauma & Orthopaedics Surgery",8995,98,8524,93,896,63,151,745,0
"BHSCT",2014-12-31,"Royal Victoria","Acute Services","Urology",0,0,0,0,0,5,0,0,0
"BHSCT",2014-12-31,"Royal Victoria","Elderly Care","Geriatric Medicine",685,7,567,6,131,0,0,0,0
"BHSCT",2014-12-31,"School of Dentistry","Acute Services","Oral Surgery",0,0,0,0,0,55,0,0,0
"BHSCT",2014-12-31,"School of Dentistry","Acute Services","Restorative Dentistry",0,0,0,0,0,38,0,0,0
"NHSCT",2014-12-31,"Antrim","Acute Services","Accident & Emergency",1061,12,255,3,514,0,0,514,0
"NHSCT",2014-12-31,"Antrim","Acute Services","Anaesthetics",57,1,2,0,2,0,0,2,0
"NHSCT",2014-12-31,"Antrim","Acute Services","Cardiology",3191,35,2847,31,571,50,20,551,1
"NHSCT",2014-12-31,"Antrim","Acute Services","Clinical Oncology",0,0,0,0,0,476,0,0,453
"NHSCT",2014-12-31,"Antrim","Acute Services","Dermatology",8,0,8,0,1,62,1,0,0
"NHSCT",2014-12-31,"Antrim","Acute Services","Ear Nose Throat",386,4,386,4,285,150,203,82,0
"NHSCT",2014-12-31,"Antrim","Acute Services","Endocrinology",0,0,0,0,4,0,0,4,0
"NHSCT",2014-12-31,"Antrim","Acute Services","Gastroenterology",2365,26,2295,25,328,398,32,296,0
"NHSCT",2014-12-31,"Antrim","Acute Services","General Medicine",9094,99,8197,89,1412,5,30,1382,0
"NHSCT",2014-12-31,"Antrim","Acute Services","General Practice Other",0,0,0,0,1,100,1,0,0
"NHSCT",2014-12-31,"Antrim","Acute Services","General Surgery",6943,76,5916,64,1289,426,288,1001,0
"NHSCT",2014-12-31,"Antrim","Acute Services","Gynaecology",858,9,713,8,325,213,175,150,0
