"ltla_code","date","age_group","delay_reason","num_delayed_bed_days","average_daily_delayed_beds"
"S12000014",2019-09-01,"18-74","All Delay Reasons",555,19
"S12000014",2019-09-01,"18-74","Health and Social Care Reasons",343,11
"S12000014",2019-09-01,"18-74","Patient and Family Related Reasons",0,0
"S12000014",2019-09-01,"18-74","Code 9 AWI",62,2
"S12000014",2019-09-01,"18-74","Code 9 Non-AWI",150,5
"S12000014",2019-09-01,"75plus","All Delay Reasons",1033,34
"S12000014",2019-09-01,"75plus","Health and Social Care Reasons",683,23
"S12000014",2019-09-01,"75plus","Patient and Family Related Reasons",21,1
"S12000014",2019-09-01,"75plus","Code 9 AWI",299,10
"S12000014",2019-09-01,"75plus","Code 9 Non-AWI",30,1
"S12000017",2019-09-01,"18plus","All Delay Reasons",3390,113
"S12000017",2019-09-01,"18plus","Health and Social Care Reasons",2722,91
"S12000017",2019-09-01,"18plus","Patient and Family Related Reasons",37,1
"S12000017",2019-09-01,"18plus","Code 9 AWI",492,16
"S12000017",2019-09-01,"18plus","Code 9 Non-AWI",139,5
"S12000017",2019-09-01,"18-74","All Delay Reasons",971,32
"S12000017",2019-09-01,"18-74","Health and Social Care Reasons",646,22
"S12000017",2019-09-01,"18-74","Patient and Family Related Reasons",29,1
"S12000017",2019-09-01,"18-74","Code 9 AWI",206,7
"S12000017",2019-09-01,"18-74","Code 9 Non-AWI",90,3
"S12000017",2019-09-01,"75plus","All Delay Reasons",2419,81
"S12000017",2019-09-01,"75plus","Health and Social Care Reasons",2076,69
"S12000017",2019-09-01,"75plus","Patient and Family Related Reasons",8,0
"S12000017",2019-09-01,"75plus","Code 9 AWI",286,10
"S12000017",2019-09-01,"75plus","Code 9 Non-AWI",49,2
"S12000018",2019-09-01,"18plus","All Delay Reasons",112,4
"S12000018",2019-09-01,"18plus","Health and Social Care Reasons",99,3
"S12000018",2019-09-01,"18plus","Patient and Family Related Reasons",0,0
"S12000018",2019-09-01,"18plus","Code 9 AWI",13,0
"S12000018",2019-09-01,"18plus","Code 9 Non-AWI",0,0
"S12000018",2019-09-01,"18-74","All Delay Reasons",6,0
"S12000018",2019-09-01,"18-74","Health and Social Care Reasons",6,0
"S12000018",2019-09-01,"18-74","Patient and Family Related Reasons",0,0
"S12000018",2019-09-01,"18-74","Code 9 AWI",0,0
"S12000018",2019-09-01,"18-74","Code 9 Non-AWI",0,0
"S12000018",2019-09-01,"75plus","All Delay Reasons",106,4
"S12000018",2019-09-01,"75plus","Health and Social Care Reasons",93,3
"S12000018",2019-09-01,"75plus","Patient and Family Related Reasons",0,0
"S12000018",2019-09-01,"75plus","Code 9 AWI",13,0
"S12000018",2019-09-01,"75plus","Code 9 Non-AWI",0,0
"S12000019",2019-09-01,"18plus","All Delay Reasons",825,28
"S12000019",2019-09-01,"18plus","Health and Social Care Reasons",726,24
"S12000019",2019-09-01,"18plus","Patient and Family Related Reasons",0,0
"S12000019",2019-09-01,"18plus","Code 9 AWI",60,2
"S12000019",2019-09-01,"18plus","Code 9 Non-AWI",39,1
"S12000019",2019-09-01,"18-74","All Delay Reasons",289,10
"S12000019",2019-09-01,"18-74","Health and Social Care Reasons",259,9
"S12000019",2019-09-01,"18-74","Patient and Family Related Reasons",0,0
"S12000019",2019-09-01,"18-74","Code 9 AWI",0,0
"S12000019",2019-09-01,"18-74","Code 9 Non-AWI",30,1
"S12000019",2019-09-01,"75plus","All Delay Reasons",536,18
"S12000019",2019-09-01,"75plus","Health and Social Care Reasons",467,16
"S12000019",2019-09-01,"75plus","Patient and Family Related Reasons",0,0
"S12000019",2019-09-01,"75plus","Code 9 AWI",60,2
"S12000019",2019-09-01,"75plus","Code 9 Non-AWI",9,0
"S12000020",2019-09-01,"18plus","All Delay Reasons",751,25
"S12000020",2019-09-01,"18plus","Health and Social Care Reasons",571,19
"S12000020",2019-09-01,"18plus","Patient and Family Related Reasons",14,0
"S12000020",2019-09-01,"18plus","Code 9 AWI",127,4
"S12000020",2019-09-01,"18plus","Code 9 Non-AWI",39,1
"S12000020",2019-09-01,"18-74","All Delay Reasons",330,11
"S12000020",2019-09-01,"18-74","Health and Social Care Reasons",215,7
"S12000020",2019-09-01,"18-74","Patient and Family Related Reasons",0,0
"S12000020",2019-09-01,"18-74","Code 9 AWI",90,3
"S12000020",2019-09-01,"18-74","Code 9 Non-AWI",25,1
"S12000020",2019-09-01,"75plus","All Delay Reasons",421,14
"S12000020",2019-09-01,"75plus","Health and Social Care Reasons",356,12
"S12000020",2019-09-01,"75plus","Patient and Family Related Reasons",14,0
"S12000020",2019-09-01,"75plus","Code 9 AWI",37,1
"S12000020",2019-09-01,"75plus","Code 9 Non-AWI",14,0
"S12000021",2019-09-01,"18plus","All Delay Reasons",1785,60
"S12000021",2019-09-01,"18plus","Health and Social Care Reasons",1449,48
"S12000021",2019-09-01,"18plus","Patient and Family Related Reasons",0,0
"S12000021",2019-09-01,"18plus","Code 9 AWI",186,6
"S12000021",2019-09-01,"18plus","Code 9 Non-AWI",150,5
"S12000021",2019-09-01,"18-74","All Delay Reasons",568,19
"S12000021",2019-09-01,"18-74","Health and Social Care Reasons",388,13
"S12000021",2019-09-01,"18-74","Patient and Family Related Reasons",0,0
"S12000021",2019-09-01,"18-74","Code 9 AWI",60,2
"S12000021",2019-09-01,"18-74","Code 9 Non-AWI",120,4
"S12000021",2019-09-01,"75plus","All Delay Reasons",1217,41
"S12000021",2019-09-01,"75plus","Health and Social Care Reasons",1061,35
"S12000021",2019-09-01,"75plus","Patient and Family Related Reasons",0,0
"S12000021",2019-09-01,"75plus","Code 9 AWI",126,4
"S12000021",2019-09-01,"75plus","Code 9 Non-AWI",30,1
"S12000023",2019-09-01,"18plus","All Delay Reasons",88,3
"S12000023",2019-09-01,"18plus","Health and Social Care Reasons",88,3
"S12000023",2019-09-01,"18plus","Patient and Family Related Reasons",0,0
"S12000023",2019-09-01,"18plus","Code 9 AWI",0,0
"S12000023",2019-09-01,"18plus","Code 9 Non-AWI",0,0
"S12000023",2019-09-01,"18-74","All Delay Reasons",0,0
"S12000023",2019-09-01,"18-74","Health and Social Care Reasons",0,0
"S12000023",2019-09-01,"18-74","Patient and Family Related Reasons",0,0
"S12000023",2019-09-01,"18-74","Code 9 AWI",0,0
"S12000023",2019-09-01,"18-74","Code 9 Non-AWI",0,0
"S12000023",2019-09-01,"75plus","All Delay Reasons",88,3
"S12000023",2019-09-01,"75plus","Health and Social Care Reasons",88,3
"S12000023",2019-09-01,"75plus","Patient and Family Related Reasons",0,0
"S12000023",2019-09-01,"75plus","Code 9 AWI",0,0
"S12000023",2019-09-01,"75plus","Code 9 Non-AWI",0,0
"S12000026",2019-09-01,"18plus","All Delay Reasons",1138,38
"S12000026",2019-09-01,"18plus","Health and Social Care Reasons",945,32
"S12000026",2019-09-01,"18plus","Patient and Family Related Reasons",46,2
"S12000026",2019-09-01,"18plus","Code 9 AWI",76,3
"S12000026",2019-09-01,"18plus","Code 9 Non-AWI",71,2
"S12000026",2019-09-01,"18-74","All Delay Reasons",463,15
"S12000026",2019-09-01,"18-74","Health and Social Care Reasons",332,11
"S12000026",2019-09-01,"18-74","Patient and Family Related Reasons",30,1
"S12000026",2019-09-01,"18-74","Code 9 AWI",60,2
"S12000026",2019-09-01,"18-74","Code 9 Non-AWI",41,1
"S12000026",2019-09-01,"75plus","All Delay Reasons",675,23
"S12000026",2019-09-01,"75plus","Health and Social Care Reasons",613,20
"S12000026",2019-09-01,"75plus","Patient and Family Related Reasons",16,1
"S12000026",2019-09-01,"75plus","Code 9 AWI",16,1
"S12000026",2019-09-01,"75plus","Code 9 Non-AWI",30,1
"S12000027",2019-09-01,"18plus","All Delay Reasons",149,5
"S12000027",2019-09-01,"18plus","Health and Social Care Reasons",126,4
"S12000027",2019-09-01,"18plus","Patient and Family Related Reasons",23,1
"S12000027",2019-09-01,"18plus","Code 9 AWI",0,0
"S12000027",2019-09-01,"18plus","Code 9 Non-AWI",0,0
"S12000027",2019-09-01,"18-74","All Delay Reasons",0,0
"S12000027",2019-09-01,"18-74","Health and Social Care Reasons",0,0
"S12000027",2019-09-01,"18-74","Patient and Family Related Reasons",0,0
"S12000027",2019-09-01,"18-74","Code 9 AWI",0,0
"S12000027",2019-09-01,"18-74","Code 9 Non-AWI",0,0
"S12000027",2019-09-01,"75plus","All Delay Reasons",149,5
"S12000027",2019-09-01,"75plus","Health and Social Care Reasons",126,4
"S12000027",2019-09-01,"75plus","Patient and Family Related Reasons",23,1
"S12000027",2019-09-01,"75plus","Code 9 AWI",0,0
"S12000027",2019-09-01,"75plus","Code 9 Non-AWI",0,0
"S12000028",2019-09-01,"18plus","All Delay Reasons",2572,86
"S12000028",2019-09-01,"18plus","Health and Social Care Reasons",2120,71
"S12000028",2019-09-01,"18plus","Patient and Family Related Reasons",10,0
"S12000028",2019-09-01,"18plus","Code 9 AWI",442,15
"S12000028",2019-09-01,"18plus","Code 9 Non-AWI",0,0
"S12000028",2019-09-01,"18-74","All Delay Reasons",581,19
"S12000028",2019-09-01,"18-74","Health and Social Care Reasons",491,16
"S12000028",2019-09-01,"18-74","Patient and Family Related Reasons",0,0
"S12000028",2019-09-01,"18-74","Code 9 AWI",90,3
"S12000028",2019-09-01,"18-74","Code 9 Non-AWI",0,0
"S12000028",2019-09-01,"75plus","All Delay Reasons",1991,66
"S12000028",2019-09-01,"75plus","Health and Social Care Reasons",1629,54
"S12000028",2019-09-01,"75plus","Patient and Family Related Reasons",10,0
"S12000028",2019-09-01,"75plus","Code 9 AWI",352,12
"S12000028",2019-09-01,"75plus","Code 9 Non-AWI",0,0
"S12000029",2019-09-01,"18plus","All Delay Reasons",4427,148
"S12000029",2019-09-01,"18plus","Health and Social Care Reasons",3673,122
"S12000029",2019-09-01,"18plus","Patient and Family Related Reasons",75,3
"S12000029",2019-09-01,"18plus","Code 9 AWI",526,18
"S12000029",2019-09-01,"18plus","Code 9 Non-AWI",153,5
"S12000029",2019-09-01,"18-74","All Delay Reasons",1466,49
"S12000029",2019-09-01,"18-74","Health and Social Care Reasons",1079,36
"S12000029",2019-09-01,"18-74","Patient and Family Related Reasons",0,0
"S12000029",2019-09-01,"18-74","Code 9 AWI",234,8
"S12000029",2019-09-01,"18-74","Code 9 Non-AWI",153,5
"S12000029",2019-09-01,"75plus","All Delay Reasons",2961,99
"S12000029",2019-09-01,"75plus","Health and Social Care Reasons",2594,86
"S12000029",2019-09-01,"75plus","Patient and Family Related Reasons",75,3
"S12000029",2019-09-01,"75plus","Code 9 AWI",292,10
"S12000029",2019-09-01,"75plus","Code 9 Non-AWI",0,0
"S12000030",2019-09-01,"18plus","All Delay Reasons",792,26
"S12000030",2019-09-01,"18plus","Health and Social Care Reasons",629,21
"S12000030",2019-09-01,"18plus","Patient and Family Related Reasons",0,0
"S12000030",2019-09-01,"18plus","Code 9 AWI",100,3
"S12000030",2019-09-01,"18plus","Code 9 Non-AWI",63,2
"S12000030",2019-09-01,"18-74","All Delay Reasons",262,9
"S12000030",2019-09-01,"18-74","Health and Social Care Reasons",139,5
"S12000030",2019-09-01,"18-74","Patient and Family Related Reasons",0,0
"S12000030",2019-09-01,"18-74","Code 9 AWI",60,2
"S12000030",2019-09-01,"18-74","Code 9 Non-AWI",63,2
"S12000030",2019-09-01,"75plus","All Delay Reasons",530,18
"S12000030",2019-09-01,"75plus","Health and Social Care Reasons",490,16
"S12000030",2019-09-01,"75plus","Patient and Family Related Reasons",0,0
"S12000030",2019-09-01,"75plus","Code 9 AWI",40,1
"S12000030",2019-09-01,"75plus","Code 9 Non-AWI",0,0
"S12000033",2019-09-01,"18plus","All Delay Reasons",1170,39
"S12000033",2019-09-01,"18plus","Health and Social Care Reasons",1011,34
"S12000033",2019-09-01,"18plus","Patient and Family Related Reasons",30,1
"S12000033",2019-09-01,"18plus","Code 9 AWI",67,2
"S12000033",2019-09-01,"18plus","Code 9 Non-AWI",62,2
"S12000033",2019-09-01,"18-74","All Delay Reasons",314,10
"S12000033",2019-09-01,"18-74","Health and Social Care Reasons",310,10
"S12000033",2019-09-01,"18-74","Patient and Family Related Reasons",0,0
"S12000033",2019-09-01,"18-74","Code 9 AWI",4,0
"S12000033",2019-09-01,"18-74","Code 9 Non-AWI",0,0
"S12000033",2019-09-01,"75plus","All Delay Reasons",856,29
"S12000033",2019-09-01,"75plus","Health and Social Care Reasons",701,23
"S12000033",2019-09-01,"75plus","Patient and Family Related Reasons",30,1
"S12000033",2019-09-01,"75plus","Code 9 AWI",63,2
"S12000033",2019-09-01,"75plus","Code 9 Non-AWI",62,2
"S12000034",2019-09-01,"18plus","All Delay Reasons",1507,50
"S12000034",2019-09-01,"18plus","Health and Social Care Reasons",1005,34
"S12000034",2019-09-01,"18plus","Patient and Family Related Reasons",75,3
"S12000034",2019-09-01,"18plus","Code 9 AWI",271,9
"S12000034",2019-09-01,"18plus","Code 9 Non-AWI",156,5
"S12000034",2019-09-01,"18-74","All Delay Reasons",532,18
"S12000034",2019-09-01,"18-74","Health and Social Care Reasons",243,8
"S12000034",2019-09-01,"18-74","Patient and Family Related Reasons",30,1
"S12000034",2019-09-01,"18-74","Code 9 AWI",120,4
"S12000034",2019-09-01,"18-74","Code 9 Non-AWI",139,5
"S12000034",2019-09-01,"75plus","All Delay Reasons",975,33
"S12000034",2019-09-01,"75plus","Health and Social Care Reasons",762,25
"S12000034",2019-09-01,"75plus","Patient and Family Related Reasons",45,2
"S12000034",2019-09-01,"75plus","Code 9 AWI",151,5
"S12000034",2019-09-01,"75plus","Code 9 Non-AWI",17,1
"S12000035",2019-09-01,"18plus","All Delay Reasons",643,21
"S12000035",2019-09-01,"18plus","Health and Social Care Reasons",419,14
"S12000035",2019-09-01,"18plus","Patient and Family Related Reasons",52,2
"S12000035",2019-09-01,"18plus","Code 9 AWI",172,6
"S12000035",2019-09-01,"18plus","Code 9 Non-AWI",0,0
"S12000035",2019-09-01,"18-74","All Delay Reasons",164,5
"S12000035",2019-09-01,"18-74","Health and Social Care Reasons",104,3
"S12000035",2019-09-01,"18-74","Patient and Family Related Reasons",0,0
"S12000035",2019-09-01,"18-74","Code 9 AWI",60,2
"S12000035",2019-09-01,"18-74","Code 9 Non-AWI",0,0
"S12000035",2019-09-01,"75plus","All Delay Reasons",479,16
"S12000035",2019-09-01,"75plus","Health and Social Care Reasons",315,11
"S12000035",2019-09-01,"75plus","Patient and Family Related Reasons",52,2
"S12000035",2019-09-01,"75plus","Code 9 AWI",112,4
"S12000035",2019-09-01,"75plus","Code 9 Non-AWI",0,0
"S12000036",2019-09-01,"18plus","All Delay Reasons",5358,179
"S12000036",2019-09-01,"18plus","Health and Social Care Reasons",4348,145
"S12000036",2019-09-01,"18plus","Patient and Family Related Reasons",195,7
"S12000036",2019-09-01,"18plus","Code 9 AWI",747,25
"S12000036",2019-09-01,"18plus","Code 9 Non-AWI",68,2
"S12000036",2019-09-01,"18-74","All Delay Reasons",1663,55
"S12000036",2019-09-01,"18-74","Health and Social Care Reasons",1180,39
"S12000036",2019-09-01,"18-74","Patient and Family Related Reasons",82,3
"S12000036",2019-09-01,"18-74","Code 9 AWI",333,11
"S12000036",2019-09-01,"18-74","Code 9 Non-AWI",68,2
"S12000036",2019-09-01,"75plus","All Delay Reasons",3695,123
"S12000036",2019-09-01,"75plus","Health and Social Care Reasons",3168,106
"S12000036",2019-09-01,"75plus","Patient and Family Related Reasons",113,4
"S12000036",2019-09-01,"75plus","Code 9 AWI",414,14
"S12000036",2019-09-01,"75plus","Code 9 Non-AWI",0,0
"S12000038",2019-09-01,"18plus","All Delay Reasons",776,26
"S12000038",2019-09-01,"18plus","Health and Social Care Reasons",656,22
"S12000038",2019-09-01,"18plus","Patient and Family Related Reasons",30,1
"S12000038",2019-09-01,"18plus","Code 9 AWI",25,1
"S12000038",2019-09-01,"18plus","Code 9 Non-AWI",65,2
"S12000038",2019-09-01,"18-74","All Delay Reasons",317,11
"S12000038",2019-09-01,"18-74","Health and Social Care Reasons",206,7
"S12000038",2019-09-01,"18-74","Patient and Family Related Reasons",30,1
"S12000038",2019-09-01,"18-74","Code 9 AWI",16,1
"S12000038",2019-09-01,"18-74","Code 9 Non-AWI",65,2
"S12000038",2019-09-01,"75plus","All Delay Reasons",459,15
"S12000038",2019-09-01,"75plus","Health and Social Care Reasons",450,15
"S12000038",2019-09-01,"75plus","Patient and Family Related Reasons",0,0
"S12000038",2019-09-01,"75plus","Code 9 AWI",9,0
"S12000038",2019-09-01,"75plus","Code 9 Non-AWI",0,0
"S12000039",2019-09-01,"18plus","All Delay Reasons",397,13
"S12000039",2019-09-01,"18plus","Health and Social Care Reasons",349,12
"S12000039",2019-09-01,"18plus","Patient and Family Related Reasons",0,0
"S12000039",2019-09-01,"18plus","Code 9 AWI",18,1
"S12000039",2019-09-01,"18plus","Code 9 Non-AWI",30,1
"S12000039",2019-09-01,"18-74","All Delay Reasons",152,5
"S12000039",2019-09-01,"18-74","Health and Social Care Reasons",122,4
"S12000039",2019-09-01,"18-74","Patient and Family Related Reasons",0,0
"S12000039",2019-09-01,"18-74","Code 9 AWI",0,0
"S12000039",2019-09-01,"18-74","Code 9 Non-AWI",30,1
"S12000039",2019-09-01,"75plus","All Delay Reasons",245,8
"S12000039",2019-09-01,"75plus","Health and Social Care Reasons",227,8
"S12000039",2019-09-01,"75plus","Patient and Family Related Reasons",0,0
"S12000039",2019-09-01,"75plus","Code 9 AWI",18,1
"S12000039",2019-09-01,"75plus","Code 9 Non-AWI",0,0
"S12000040",2019-09-01,"18plus","All Delay Reasons",971,32
"S12000040",2019-09-01,"18plus","Health and Social Care Reasons",881,29
"S12000040",2019-09-01,"18plus","Patient and Family Related Reasons",0,0
"S12000040",2019-09-01,"18plus","Code 9 AWI",90,3
"S12000040",2019-09-01,"18plus","Code 9 Non-AWI",0,0
"S12000040",2019-09-01,"18-74","All Delay Reasons",323,11
"S12000040",2019-09-01,"18-74","Health and Social Care Reasons",323,11
"S12000040",2019-09-01,"18-74","Patient and Family Related Reasons",0,0
"S12000040",2019-09-01,"18-74","Code 9 AWI",0,0
"S12000040",2019-09-01,"18-74","Code 9 Non-AWI",0,0
"S12000040",2019-09-01,"75plus","All Delay Reasons",648,22
"S12000040",2019-09-01,"75plus","Health and Social Care Reasons",558,19
"S12000040",2019-09-01,"75plus","Patient and Family Related Reasons",0,0
"S12000040",2019-09-01,"75plus","Code 9 AWI",90,3
"S12000040",2019-09-01,"75plus","Code 9 Non-AWI",0,0
"S12000041",2019-09-01,"18plus","All Delay Reasons",537,18
"S12000041",2019-09-01,"18plus","Health and Social Care Reasons",435,15
"S12000041",2019-09-01,"18plus","Patient and Family Related Reasons",52,2
"S12000041",2019-09-01,"18plus","Code 9 AWI",20,1
"S12000041",2019-09-01,"18plus","Code 9 Non-AWI",30,1
"S12000041",2019-09-01,"18-74","All Delay Reasons",271,9
"S12000041",2019-09-01,"18-74","Health and Social Care Reasons",241,8
"S12000041",2019-09-01,"18-74","Patient and Family Related Reasons",0,0
"S12000041",2019-09-01,"18-74","Code 9 AWI",0,0
"S12000041",2019-09-01,"18-74","Code 9 Non-AWI",30,1
"S12000041",2019-09-01,"75plus","All Delay Reasons",266,9
"S12000041",2019-09-01,"75plus","Health and Social Care Reasons",194,6
"S12000041",2019-09-01,"75plus","Patient and Family Related Reasons",52,2
"S12000041",2019-09-01,"75plus","Code 9 AWI",20,1
"S12000041",2019-09-01,"75plus","Code 9 Non-AWI",0,0
"S12000042",2019-09-01,"18plus","All Delay Reasons",702,23
"S12000042",2019-09-01,"18plus","Health and Social Care Reasons",439,15
"S12000042",2019-09-01,"18plus","Patient and Family Related Reasons",55,2
"S12000042",2019-09-01,"18plus","Code 9 AWI",28,1
"S12000042",2019-09-01,"18plus","Code 9 Non-AWI",180,6
"S12000042",2019-09-01,"18-74","All Delay Reasons",286,10
"S12000042",2019-09-01,"18-74","Health and Social Care Reasons",102,3
"S12000042",2019-09-01,"18-74","Patient and Family Related Reasons",4,0
"S12000042",2019-09-01,"18-74","Code 9 AWI",0,0
"S12000042",2019-09-01,"18-74","Code 9 Non-AWI",180,6
"S12000042",2019-09-01,"75plus","All Delay Reasons",416,14
"S12000042",2019-09-01,"75plus","Health and Social Care Reasons",337,11
"S12000042",2019-09-01,"75plus","Patient and Family Related Reasons",51,2
"S12000042",2019-09-01,"75plus","Code 9 AWI",28,1
"S12000042",2019-09-01,"75plus","Code 9 Non-AWI",0,0
"S12000045",2019-09-01,"18plus","All Delay Reasons",394,13
"S12000045",2019-09-01,"18plus","Health and Social Care Reasons",320,11
"S12000045",2019-09-01,"18plus","Patient and Family Related Reasons",14,0
"S12000045",2019-09-01,"18plus","Code 9 AWI",30,1
"S12000045",2019-09-01,"18plus","Code 9 Non-AWI",30,1
