"trust18_code","trust18_name","department","date","total","under_4_hours","between_4_12_hours","over_12_hours"
"SHSCT","Southern","Armagh Community",2013-10-01,654,654,0,0
"SHSCT","Southern","Craigavon Area",2013-10-01,6166,4629,1537,0
"SHSCT","Southern","Daisy Hill",2013-10-01,3323,2997,326,0
"SHSCT","Southern","South Tyrone",2013-10-01,1791,1791,0,0
"WHSCT","Western","Altnagelvin Area",2013-10-01,4597,3375,1221,1
"WHSCT","Western","South West Acute",2013-10-01,2400,2293,106,1
"WHSCT","Western","Tyrone County",2013-10-01,1325,1325,0,0
"BHSCT","Belfast","Mater",2013-09-01,3714,2941,773,0
"BHSCT","Belfast","RVH",2013-09-01,6641,4412,2227,2
"BHSCT","Belfast","RVH-RAES",2013-09-01,1111,1111,0,0
"BHSCT","Belfast","RBHSC",2013-09-01,2568,2332,236,0
"NHSCT","Northern","Antrim Area",2013-09-01,5994,4535,1456,3
"NHSCT","Northern","Causeway",2013-09-01,3375,2757,618,0
"NHSCT","Northern","Mid-Ulster",2013-09-01,622,622,0,0
"NHSCT","Northern","Whiteabbey",2013-09-01,711,709,2,0
"SEHSCT","South Eastern","Ards MIU",2013-09-01,864,864,0,0
"SEHSCT","South Eastern","Bangor MIU",2013-09-01,1080,1080,0,0
"SEHSCT","South Eastern","Downe",2013-09-01,1849,1628,217,4
"SEHSCT","South Eastern","Lagan Valley",2013-09-01,2370,2199,171,0
"SEHSCT","South Eastern","Ulster",2013-09-01,6931,5068,1811,52
"SHSCT","Southern","Armagh Community",2013-09-01,611,611,0,0
"SHSCT","Southern","Craigavon Area",2013-09-01,6012,4230,1781,1
"SHSCT","Southern","Daisy Hill",2013-09-01,3459,3038,421,0
"SHSCT","Southern","South Tyrone",2013-09-01,1873,1873,0,0
"WHSCT","Western","Altnagelvin Area",2013-09-01,4602,2976,1608,18
"WHSCT","Western","South West Acute",2013-09-01,2319,2205,114,0
"WHSCT","Western","Tyrone County",2013-09-01,1365,1365,0,0
"BHSCT","Belfast","Mater",2013-08-01,3864,3052,811,1
"BHSCT","Belfast","RVH",2013-08-01,6912,4457,2444,11
"BHSCT","Belfast","RVH-RAES",2013-08-01,1124,1124,0,0
"BHSCT","Belfast","RBHSC",2013-08-01,2397,2211,186,0
"NHSCT","Northern","Antrim Area",2013-08-01,5988,4626,1362,0
"NHSCT","Northern","Causeway",2013-08-01,3833,2986,846,1
"NHSCT","Northern","Mid-Ulster",2013-08-01,630,630,0,0
"NHSCT","Northern","Whiteabbey",2013-08-01,687,687,0,0
"SEHSCT","South Eastern","Ards MIU",2013-08-01,910,910,0,0
"SEHSCT","South Eastern","Bangor MIU",2013-08-01,1146,1146,0,0
"SEHSCT","South Eastern","Downe",2013-08-01,2043,1697,337,9
"SEHSCT","South Eastern","Lagan Valley",2013-08-01,2315,2103,212,0
"SEHSCT","South Eastern","Ulster",2013-08-01,6941,4878,1960,103
"SHSCT","Southern","Armagh Community",2013-08-01,556,556,0,0
"SHSCT","Southern","Craigavon Area",2013-08-01,6031,4523,1508,0
"SHSCT","Southern","Daisy Hill",2013-08-01,3569,3182,387,0
"SHSCT","Southern","South Tyrone",2013-08-01,1846,1846,0,0
"WHSCT","Western","Altnagelvin Area",2013-08-01,5054,3265,1761,28
"WHSCT","Western","South West Acute",2013-08-01,2581,2308,273,0
"WHSCT","Western","Tyrone County",2013-08-01,1437,1436,1,0
"BHSCT","Belfast","Mater",2013-07-01,3760,3074,686,0
"BHSCT","Belfast","RVH",2013-07-01,6782,4240,2542,0
"BHSCT","Belfast","RVH-RAES",2013-07-01,1176,1176,0,0
"BHSCT","Belfast","RBHSC",2013-07-01,2520,2371,149,0
"NHSCT","Northern","Antrim Area",2013-07-01,6475,4444,2013,18
"NHSCT","Northern","Causeway",2013-07-01,4162,3358,804,0
"NHSCT","Northern","Mid-Ulster",2013-07-01,781,781,0,0
"NHSCT","Northern","Whiteabbey",2013-07-01,795,793,2,0
"SEHSCT","South Eastern","Ards MIU",2013-07-01,921,921,0,0
"SEHSCT","South Eastern","Bangor MIU",2013-07-01,1165,1165,0,0
"SEHSCT","South Eastern","Downe",2013-07-01,1979,1743,235,1
"SEHSCT","South Eastern","Lagan Valley",2013-07-01,2343,2212,131,0
"SEHSCT","South Eastern","Ulster",2013-07-01,7202,5041,1997,164
"SHSCT","Southern","Armagh Community",2013-07-01,656,656,0,0
"SHSCT","Southern","Craigavon Area",2013-07-01,6352,4893,1459,0
"SHSCT","Southern","Daisy Hill",2013-07-01,3674,3334,340,0
"SHSCT","Southern","South Tyrone",2013-07-01,1958,1957,1,0
"WHSCT","Western","Altnagelvin Area",2013-07-01,5308,3782,1518,8
"WHSCT","Western","South West Acute",2013-07-01,2758,2413,345,0
"WHSCT","Western","Tyrone County",2013-07-01,1577,1575,2,0
"BHSCT","Belfast","Mater",2013-06-01,3665,2954,711,0
"BHSCT","Belfast","RVH",2013-06-01,6467,4327,2139,1
"BHSCT","Belfast","RVH-RAES",2013-06-01,1039,1039,0,0
"BHSCT","Belfast","RBHSC",2013-06-01,2860,2540,320,0
"NHSCT","Northern","Antrim Area",2013-06-01,5889,4581,1308,0
"NHSCT","Northern","Causeway",2013-06-01,3543,2923,609,11
"NHSCT","Northern","Mid-Ulster",2013-06-01,707,707,0,0
"NHSCT","Northern","Whiteabbey",2013-06-01,691,691,0,0
"SEHSCT","South Eastern","Ards MIU",2013-06-01,860,860,0,0
"SEHSCT","South Eastern","Bangor MIU",2013-06-01,1141,1141,0,0
"SEHSCT","South Eastern","Downe",2013-06-01,1826,1674,143,9
"SEHSCT","South Eastern","Lagan Valley",2013-06-01,2177,1953,223,1
"SEHSCT","South Eastern","Ulster",2013-06-01,6777,4741,1840,196
"SHSCT","Southern","Armagh Community",2013-06-01,583,583,0,0
"SHSCT","Southern","Craigavon Area",2013-06-01,6071,4663,1407,1
"SHSCT","Southern","Daisy Hill",2013-06-01,3367,3037,325,5
"SHSCT","Southern","South Tyrone",2013-06-01,1973,1973,0,0
"WHSCT","Western","Altnagelvin Area",2013-06-01,4797,3465,1311,21
"WHSCT","Western","South West Acute",2013-06-01,2384,2159,225,0
"WHSCT","Western","Tyrone County",2013-06-01,1462,1462,0,0
"BHSCT","Belfast","Mater",2013-05-01,3814,2790,1021,3
"BHSCT","Belfast","RVH",2013-05-01,6599,4241,2323,35
"BHSCT","Belfast","RVH-RAES",2013-05-01,1246,1246,0,0
"BHSCT","Belfast","RBHSC",2013-05-01,2983,2658,325,0
"NHSCT","Northern","Antrim Area",2013-05-01,5787,4355,1375,57
"NHSCT","Northern","Causeway",2013-05-01,3591,2820,751,20
"NHSCT","Northern","Mid-Ulster",2013-05-01,752,752,0,0
"NHSCT","Northern","Whiteabbey",2013-05-01,680,679,1,0
"SEHSCT","South Eastern","Ards MIU",2013-05-01,878,878,0,0
"SEHSCT","South Eastern","Bangor MIU",2013-05-01,1052,1052,0,0
"SEHSCT","South Eastern","Downe",2013-05-01,1923,1658,258,7
"SEHSCT","South Eastern","Lagan Valley",2013-05-01,2348,2059,268,21
"SEHSCT","South Eastern","Ulster",2013-05-01,6938,5058,1803,77
"SHSCT","Southern","Armagh Community",2013-05-01,630,630,0,0
"SHSCT","Southern","Craigavon Area",2013-05-01,6247,4801,1445,1
"SHSCT","Southern","Daisy Hill",2013-05-01,3551,3071,480,0
"SHSCT","Southern","South Tyrone",2013-05-01,1981,1981,0,0
"WHSCT","Western","Altnagelvin Area",2013-05-01,4910,3442,1396,72
"WHSCT","Western","South West Acute",2013-05-01,2524,2242,280,2
"WHSCT","Western","Tyrone County",2013-05-01,1472,1468,4,0
"BHSCT","Belfast","Mater",2013-04-01,3757,2553,1201,3
"BHSCT","Belfast","RVH",2013-04-01,6571,3428,3097,46
"BHSCT","Belfast","RVH-RAES",2013-04-01,1186,1186,0,0
"BHSCT","Belfast","RBHSC",2013-04-01,2999,2632,367,0
"NHSCT","Northern","Antrim Area",2013-04-01,5894,3699,1862,333
"NHSCT","Northern","Causeway",2013-04-01,3612,2540,948,124
"NHSCT","Northern","Mid-Ulster",2013-04-01,699,699,0,0
"NHSCT","Northern","Whiteabbey",2013-04-01,624,623,1,0
"SEHSCT","South Eastern","Ards MIU",2013-04-01,817,817,0,0
"SEHSCT","South Eastern","Bangor MIU",2013-04-01,1059,1059,0,0
"SEHSCT","South Eastern","Downe",2013-04-01,1787,1440,322,25
"SEHSCT","South Eastern","Lagan Valley",2013-04-01,2392,2010,347,35
"SEHSCT","South Eastern","Ulster",2013-04-01,7113,4362,2469,282
"SHSCT","Southern","Armagh Community",2013-04-01,622,622,0,0
"SHSCT","Southern","Craigavon Area",2013-04-01,6126,3776,2294,56
"SHSCT","Southern","Daisy Hill",2013-04-01,3489,2703,767,19
"SHSCT","Southern","South Tyrone",2013-04-01,1843,1842,1,0
"WHSCT","Western","Altnagelvin Area",2013-04-01,4725,3138,1517,70
"WHSCT","Western","South West Acute",2013-04-01,2605,2209,393,3
"WHSCT","Western","Tyrone County",2013-04-01,1315,1315,0,0
"BHSCT","Belfast","Mater",2013-03-01,3561,2182,1375,4
"BHSCT","Belfast","RVH",2013-03-01,6645,3378,3236,31
"BHSCT","Belfast","RVH-RAES",2013-03-01,1155,1155,0,0
"BHSCT","Belfast","RBHSC",2013-03-01,2892,2457,435,0
"NHSCT","Northern","Antrim Area",2013-03-01,5966,3618,2044,304
"NHSCT","Northern","Causeway",2013-03-01,3418,2440,858,120
"NHSCT","Northern","Mid-Ulster",2013-03-01,616,616,0,0
"NHSCT","Northern","Whiteabbey",2013-03-01,600,599,1,0
"SEHSCT","South Eastern","Ards MIU",2013-03-01,747,747,0,0
"SEHSCT","South Eastern","Bangor MIU",2013-03-01,885,885,0,0
"SEHSCT","South Eastern","Downe",2013-03-01,1677,1402,258,17
"SEHSCT","South Eastern","Lagan Valley",2013-03-01,2277,1878,360,39
"SEHSCT","South Eastern","Ulster",2013-03-01,6887,4375,2115,397
"SHSCT","Southern","Armagh Community",2013-03-01,523,522,1,0
"SHSCT","Southern","Craigavon Area",2013-03-01,6272,3892,2349,31
"SHSCT","Southern","Daisy Hill",2013-03-01,3305,2643,656,6
"SHSCT","Southern","South Tyrone",2013-03-01,1635,1635,0,0
"WHSCT","Western","Altnagelvin Area",2013-03-01,4662,3024,1566,72
"WHSCT","Western","South West Acute",2013-03-01,2529,2173,355,1
"WHSCT","Western","Tyrone County",2013-03-01,1258,1257,1,0
"BHSCT","Belfast","Mater",2013-02-01,3432,2189,1243,0
"BHSCT","Belfast","RVH",2013-02-01,6073,3519,2549,5
"BHSCT","Belfast","RVH-RAES",2013-02-01,1182,1182,0,0
"BHSCT","Belfast","RBHSC",2013-02-01,2663,2270,393,0
"NHSCT","Northern","Antrim Area",2013-02-01,5569,3403,1980,186
"NHSCT","Northern","Causeway",2013-02-01,3094,2411,643,40
"NHSCT","Northern","Mid-Ulster",2013-02-01,583,583,0,0
"NHSCT","Northern","Whiteabbey",2013-02-01,712,712,0,0
"SEHSCT","South Eastern","Ards MIU",2013-02-01,719,719,0,0
"SEHSCT","South Eastern","Bangor MIU",2013-02-01,821,821,0,0
"SEHSCT","South Eastern","Downe",2013-02-01,1675,1362,285,28
"SEHSCT","South Eastern","Lagan Valley",2013-02-01,2027,1653,303,71
"SEHSCT","South Eastern","Ulster",2013-02-01,6339,4354,1690,295
"SHSCT","Southern","Armagh Community",2013-02-01,455,455,0,0
"SHSCT","Southern","Craigavon Area",2013-02-01,5576,3918,1657,1
"SHSCT","Southern","Daisy Hill",2013-02-01,3061,2719,341,1
"SHSCT","Southern","South Tyrone",2013-02-01,1423,1423,0,0
"WHSCT","Western","Altnagelvin Area",2013-02-01,4184,2913,1247,24
"WHSCT","Western","South West Acute",2013-02-01,2200,1841,357,2
"WHSCT","Western","Tyrone County",2013-02-01,1178,1176,2,0
"BHSCT","Belfast","Mater",2013-01-01,3666,2464,1202,0
"BHSCT","Belfast","RVH",2013-01-01,6625,3728,2897,0
"BHSCT","Belfast","RVH-RAES",2013-01-01,1186,1186,0,0
"BHSCT","Belfast","RBHSC",2013-01-01,2546,2142,404,0
"NHSCT","Northern","Antrim Area",2013-01-01,5769,3604,1912,253
"NHSCT","Northern","Causeway",2013-01-01,3407,2451,865,91
"NHSCT","Northern","Mid-Ulster",2013-01-01,609,609,0,0
"NHSCT","Northern","Whiteabbey",2013-01-01,621,621,0,0
"SEHSCT","South Eastern","Ards MIU",2013-01-01,664,664,0,0
"SEHSCT","South Eastern","Bangor MIU",2013-01-01,712,712,0,0
"SEHSCT","South Eastern","Downe",2013-01-01,1689,1397,251,41
"SEHSCT","South Eastern","Lagan Valley",2013-01-01,2144,1806,289,49
"SEHSCT","South Eastern","Ulster",2013-01-01,6652,4803,1626,223
"SHSCT","Southern","Armagh Community",2013-01-01,503,503,0,0
"SHSCT","Southern","Craigavon Area",2013-01-01,5989,4672,1317,0
"SHSCT","Southern","Daisy Hill",2013-01-01,3220,2894,326,0
"SHSCT","Southern","South Tyrone",2013-01-01,1410,1409,1,0
"WHSCT","Western","Altnagelvin Area",2013-01-01,4465,3255,1197,13
"WHSCT","Western","South West Acute",2013-01-01,2291,2045,245,1
"WHSCT","Western","Tyrone County",2013-01-01,1107,1107,0,0
"BHSCT","Belfast","Mater",2012-12-01,3385,2233,1151,1
"BHSCT","Belfast","RVH",2012-12-01,6269,3782,2487,0
"BHSCT","Belfast","RVH-RAES",2012-12-01,1049,1049,0,0
"BHSCT","Belfast","RBHSC",2012-12-01,3143,2434,709,0
"NHSCT","Northern","Antrim Area",2012-12-01,5730,3530,2011,189
"NHSCT","Northern","Causeway",2012-12-01,3360,2389,912,59
"NHSCT","Northern","Mid-Ulster",2012-12-01,432,432,0,0
"NHSCT","Northern","Whiteabbey",2012-12-01,504,504,0,0
"SEHSCT","South Eastern","Ards MIU",2012-12-01,611,611,0,0
"SEHSCT","South Eastern","Bangor MIU",2012-12-01,605,605,0,0
"SEHSCT","South Eastern","Downe",2012-12-01,1584,1396,170,18
"SEHSCT","South Eastern","Lagan Valley",2012-12-01,2080,1855,205,20
"SEHSCT","South Eastern","Ulster",2012-12-01,6992,4809,1897,286
"SHSCT","Southern","Armagh Community",2012-12-01,411,411,0,0
"SHSCT","Southern","Craigavon Area",2012-12-01,6133,4373,1760,0
"SHSCT","Southern","Daisy Hill",2012-12-01,3275,2975,300,0
"SHSCT","Southern","South Tyrone",2012-12-01,1314,1313,1,0
"WHSCT","Western","Altnagelvin Area",2012-12-01,4333,3236,1095,2
"WHSCT","Western","South West Acute",2012-12-01,2285,2087,195,3
"WHSCT","Western","Tyrone County",2012-12-01,1064,1064,0,0
"BHSCT","Belfast","Mater",2012-11-01,3437,2278,1158,1
"BHSCT","Belfast","RVH",2012-11-01,6411,3867,2539,5
"BHSCT","Belfast","RVH-RAES",2012-11-01,1192,1192,0,0
"BHSCT","Belfast","RBHSC",2012-11-01,2965,2420,545,0
"NHSCT","Northern","Antrim Area",2012-11-01,5776,3689,1907,180
"NHSCT","Northern","Causeway",2012-11-01,3326,2601,688,37
"NHSCT","Northern","Mid-Ulster",2012-11-01,608,608,0,0
"NHSCT","Northern","Whiteabbey",2012-11-01,757,757,0,0
"SEHSCT","South Eastern","Ards MIU",2012-11-01,779,779,0,0
"SEHSCT","South Eastern","Bangor MIU",2012-11-01,797,797,0,0
"SEHSCT","South Eastern","Downe",2012-11-01,1532,1360,161,11
"SEHSCT","South Eastern","Lagan Valley",2012-11-01,2049,1823,203,23
"SEHSCT","South Eastern","Ulster",2012-11-01,6895,4953,1809,133
"SHSCT","Southern","Armagh Community",2012-11-01,581,581,0,0
"SHSCT","Southern","Craigavon Area",2012-11-01,5996,4535,1460,1
"SHSCT","Southern","Daisy Hill",2012-11-01,3120,2904,216,0
"SHSCT","Southern","South Tyrone",2012-11-01,1480,1478,2,0
"WHSCT","Western","Altnagelvin Area",2012-11-01,4300,3437,861,2
"WHSCT","Western","South West Acute",2012-11-01,2127,1963,162,2
"WHSCT","Western","Tyrone County",2012-11-01,1042,1039,3,0
"BHSCT","Belfast","Mater",2012-10-01,3677,2605,1071,1
"BHSCT","Belfast","RVH",2012-10-01,6766,4290,2475,1
"BHSCT","Belfast","RVH-RAES",2012-10-01,8073,5608,2464,1
"BHSCT","Belfast","RBHSC",2012-10-01,2548,2195,353,0
"NHSCT","Northern","Antrim Area",2012-10-01,6105,4095,1889,121
"NHSCT","Northern","Causeway",2012-10-01,3574,2941,604,29
"NHSCT","Northern","Mid-Ulster",2012-10-01,684,684,0,0
"NHSCT","Northern","Whiteabbey",2012-10-01,808,807,1,0
"SEHSCT","South Eastern","Ards MIU",2012-10-01,855,855,0,0
"SEHSCT","South Eastern","Bangor MIU",2012-10-01,876,876,0,0
"SEHSCT","South Eastern","Downe",2012-10-01,1761,1573,181,7
"SEHSCT","South Eastern","Lagan Valley",2012-10-01,2299,2221,78,0
"SEHSCT","South Eastern","Ulster",2012-10-01,7015,5240,1640,135
"SHSCT","Southern","Armagh Community",2012-10-01,649,649,0,0
"SHSCT","Southern","Craigavon Area",2012-10-01,6080,4749,1331,0
"SHSCT","Southern","Daisy Hill",2012-10-01,3275,3120,155,0
"SHSCT","Southern","South Tyrone",2012-10-01,1829,1829,0,0
"WHSCT","Western","Altnagelvin Area",2012-10-01,4468,3449,1018,1
"WHSCT","Western","South West Acute",2012-10-01,2204,2039,165,0
"WHSCT","Western","Tyrone County",2012-10-01,1297,1293,4,0
"BHSCT","Belfast","Mater",2012-09-01,3523,2436,1085,2
"BHSCT","Belfast","RVH",2012-09-01,6544,4293,2250,1
"BHSCT","Belfast","RVH-RAES",2012-09-01,7745,5473,2271,1
"BHSCT","Belfast","RBHSC",2012-09-01,2657,2271,386,0
"NHSCT","Northern","Antrim Area",2012-09-01,5952,4074,1821,57
"NHSCT","Northern","Causeway",2012-09-01,3597,3062,492,43
"NHSCT","Northern","Mid-Ulster",2012-09-01,587,587,0,0
"NHSCT","Northern","Whiteabbey",2012-09-01,690,688,2,0
"SEHSCT","South Eastern","Ards MIU",2012-09-01,783,783,0,0
"SEHSCT","South Eastern","Bangor MIU",2012-09-01,833,833,0,0
"SEHSCT","South Eastern","Downe",2012-09-01,1833,1667,166,0
"SEHSCT","South Eastern","Lagan Valley",2012-09-01,2287,2191,96,0
"SEHSCT","South Eastern","Ulster",2012-09-01,7215,5318,1715,182
"SHSCT","Southern","Armagh Community",2012-09-01,601,601,0,0
"SHSCT","Southern","Craigavon Area",2012-09-01,5929,4896,1033,0
"SHSCT","Southern","Daisy Hill",2012-09-01,3290,3064,226,0
"SHSCT","Southern","South Tyrone",2012-09-01,1851,1848,3,0
"WHSCT","Western","Altnagelvin Area",2012-09-01,4423,3552,871,0
"WHSCT","Western","South West Acute",2012-09-01,2287,2156,131,0
"WHSCT","Western","Tyrone County",2012-09-01,1375,1374,1,0
"BHSCT","Belfast","Mater",2012-08-01,3829,2724,1103,2
"BHSCT","Belfast","RVH",2012-08-01,6683,4291,2389,3
"BHSCT","Belfast","RVH-RAES",2012-08-01,7932,5540,2389,3
"BHSCT","Belfast","RBHSC",2012-08-01,2368,2117,251,0
"NHSCT","Northern","Antrim Area",2012-08-01,6224,4176,1997,51
"NHSCT","Northern","Causeway",2012-08-01,4153,3335,793,25
"NHSCT","Northern","Mid-Ulster",2012-08-01,598,598,0,0
"NHSCT","Northern","Whiteabbey",2012-08-01,802,802,0,0
"SEHSCT","South Eastern","Ards MIU",2012-08-01,804,804,0,0
"SEHSCT","South Eastern","Bangor MIU",2012-08-01,950,950,0,0
"SEHSCT","South Eastern","Downe",2012-08-01,1882,1728,153,1
"SEHSCT","South Eastern","Lagan Valley",2012-08-01,2193,2115,78,0
"SEHSCT","South Eastern","Ulster",2012-08-01,7037,5508,1522,7
"SHSCT","Southern","Armagh Community",2012-08-01,736,735,1,0
"SHSCT","Southern","Craigavon Area",2012-08-01,5986,5107,879,0
"SHSCT","Southern","Daisy Hill",2012-08-01,3409,3219,190,0
"SHSCT","Southern","South Tyrone",2012-08-01,1898,1897,1,0
"WHSCT","Western","Altnagelvin Area",2012-08-01,4620,3780,839,1
"WHSCT","Western","South West Acute",2012-08-01,2445,2315,129,1
"WHSCT","Western","Tyrone County",2012-08-01,1406,1405,1,0
"BHSCT","Belfast","Mater",2012-07-01,3517,2572,945,0
"BHSCT","Belfast","RVH",2012-07-01,6496,4591,1902,3
"BHSCT","Belfast","RVH-RAES",2012-07-01,7715,5838,1874,3
"BHSCT","Belfast","RBHSC",2012-07-01,2356,2089,267,0
"NHSCT","Northern","Antrim Area",2012-07-01,5748,3893,1796,59
"NHSCT","Northern","Causeway",2012-07-01,4051,3330,675,46
"NHSCT","Northern","Mid-Ulster",2012-07-01,603,603,0,0
"NHSCT","Northern","Whiteabbey",2012-07-01,660,659,0,1
"SEHSCT","South Eastern","Ards MIU",2012-07-01,747,747,0,0
"SEHSCT","South Eastern","Bangor MIU",2012-07-01,838,838,0,0
"SEHSCT","South Eastern","Downe",2012-07-01,1721,1561,158,2
"SEHSCT","South Eastern","Lagan Valley",2012-07-01,2089,1970,117,2
"SEHSCT","South Eastern","Ulster",2012-07-01,6820,5253,1556,11
"SHSCT","Southern","Armagh Community",2012-07-01,660,660,0,0
"SHSCT","Southern","Craigavon Area",2012-07-01,5711,4745,965,1
"SHSCT","Southern","Daisy Hill",2012-07-01,3465,3300,165,0
"SHSCT","Southern","South Tyrone",2012-07-01,1788,1788,0,0
"WHSCT","Western","Altnagelvin Area",2012-07-01,4461,3110,1348,3
"WHSCT","Western","South West Acute",2012-07-01,2475,2266,206,3
"WHSCT","Western","Tyrone County",2012-07-01,1372,1369,3,0
"BHSCT","Belfast","Mater",2012-06-01,3669,2663,978,28
"BHSCT","Belfast","RVH",2012-06-01,6346,4336,1993,17
"BHSCT","Belfast","RVH-RAES",2012-06-01,7640,5614,2011,15
"BHSCT","Belfast","RBHSC",2012-06-01,2711,2246,465,0
"NHSCT","Northern","Antrim Area",2012-06-01,5901,3943,1870,88
"NHSCT","Northern","Causeway",2012-06-01,3601,2886,660,55
"NHSCT","Northern","Mid-Ulster",2012-06-01,558,558,0,0
"NHSCT","Northern","Whiteabbey",2012-06-01,657,657,0,0
"SEHSCT","South Eastern","Ards MIU",2012-06-01,752,752,0,0
"SEHSCT","South Eastern","Bangor MIU",2012-06-01,847,847,0,0
"SEHSCT","South Eastern","Downe",2012-06-01,1702,1508,192,2
"SEHSCT","South Eastern","Lagan Valley",2012-06-01,2237,2123,114,0
"SEHSCT","South Eastern","Ulster",2012-06-01,6901,5240,1603,58
"SHSCT","Southern","Armagh Community",2012-06-01,683,683,0,0
"SHSCT","Southern","Craigavon Area",2012-06-01,5958,4832,1126,0
"SHSCT","Southern","Daisy Hill",2012-06-01,3221,3074,147,0
"SHSCT","Southern","South Tyrone",2012-06-01,1767,1766,1,0
"WHSCT","Western","Altnagelvin Area",2012-06-01,4559,3163,1394,2
"WHSCT","Western","South West Acute",2012-06-01,2429,2204,223,2
"WHSCT","Western","Tyrone County",2012-06-01,1397,1393,4,0
"BHSCT","Belfast","Mater",2012-05-01,3837,2635,1157,45
"BHSCT","Belfast","RVH",2012-05-01,6785,4553,2120,112
"BHSCT","Belfast","RVH-RAES",2012-05-01,8115,5883,2132,100
"BHSCT","Belfast","RBHSC",2012-05-01,3244,2258,974,12
"NHSCT","Northern","Antrim Area",2012-05-01,6225,3720,2313,192
"NHSCT","Northern","Causeway",2012-05-01,3645,3072,534,39
"NHSCT","Northern","Mid-Ulster",2012-05-01,736,736,0,0
"NHSCT","Northern","Whiteabbey",2012-05-01,857,856,1,0
"SEHSCT","South Eastern","Ards MIU",2012-05-01,844,844,0,0
"SEHSCT","South Eastern","Bangor MIU",2012-05-01,1060,1060,0,0
"SEHSCT","South Eastern","Downe",2012-05-01,1869,1573,287,9
"SEHSCT","South Eastern","Lagan Valley",2012-05-01,2401,2226,172,3
"SEHSCT","South Eastern","Ulster",2012-05-01,7069,5460,1552,57
"SHSCT","Southern","Armagh Community",2012-05-01,821,821,0,0
"SHSCT","Southern","Craigavon Area",2012-05-01,6377,4670,1707,0
"SHSCT","Southern","Daisy Hill",2012-05-01,3487,3191,296,0
"SHSCT","Southern","South Tyrone",2012-05-01,1888,1888,0,0
"WHSCT","Western","Altnagelvin Area",2012-05-01,4859,3518,1338,3
"WHSCT","Western","South West Acute",2012-05-01,2561,2396,162,3
"WHSCT","Western","Tyrone County",2012-05-01,1597,1592,5,0
"BHSCT","Belfast","Mater",2012-04-01,3616,2385,1163,68
"BHSCT","Belfast","RVH",2012-04-01,6252,3955,2204,93
"BHSCT","Belfast","RVH-RAES",2012-04-01,7554,5256,2196,102
"BHSCT","Belfast","RBHSC",2012-04-01,2734,2074,660,0
"NHSCT","Northern","Antrim Area",2012-04-01,5893,3949,1869,75
"NHSCT","Northern","Causeway",2012-04-01,3544,2736,696,112
"NHSCT","Northern","Mid-Ulster",2012-04-01,501,501,0,0
"NHSCT","Northern","Whiteabbey",2012-04-01,640,640,0,0
"SEHSCT","South Eastern","Ards MIU",2012-04-01,765,765,0,0
"SEHSCT","South Eastern","Bangor MIU",2012-04-01,931,931,0,0
"SEHSCT","South Eastern","Downe",2012-04-01,1771,1478,280,13
"SEHSCT","South Eastern","Lagan Valley",2012-04-01,2208,1915,259,34
"SEHSCT","South Eastern","Ulster",2012-04-01,6585,4967,1344,274
"SHSCT","Southern","Armagh Community",2012-04-01,697,696,1,0
"SHSCT","Southern","Craigavon Area",2012-04-01,5722,4501,1221,0
"SHSCT","Southern","Daisy Hill",2012-04-01,3232,3059,173,0
"SHSCT","Southern","South Tyrone",2012-04-01,1619,1618,1,0
"WHSCT","Western","Altnagelvin Area",2012-04-01,4481,3192,1287,2
