"Time Period","Financial Quarter","Location","Age Group","Measure","Value"
"Financial Quarter","Jan-Mar 2020","West Dunbartonshire","75-84 years","Number of People",615
"Financial Quarter","Jan-Mar 2020","West Dunbartonshire","75-84 years","Number of Hours",43855
"Financial Quarter","Jan-Mar 2020","West Dunbartonshire","85+ years","Rate per 1,000 People",277.8
"Financial Quarter","Jan-Mar 2020","West Dunbartonshire","85+ years","Number of People",540
"Financial Quarter","Jan-Mar 2020","West Dunbartonshire","85+ years","Number of Hours",41115
"Financial Quarter","Jan-Mar 2020","West Dunbartonshire","Unknown","Rate per 1,000 People",0
"Financial Quarter","Jan-Mar 2020","West Dunbartonshire","Unknown","Number of People",0
"Financial Quarter","Jan-Mar 2020","West Dunbartonshire","Unknown","Number of Hours",0
"Financial Quarter","Jan-Mar 2020","West Lothian","All Ages","Rate per 1,000 People",10.8
"Financial Quarter","Jan-Mar 2020","West Lothian","All Ages","Number of People",1935
"Financial Quarter","Jan-Mar 2020","West Lothian","All Ages","Number of Hours",301270
"Financial Quarter","Jan-Mar 2020","West Lothian","0-17 years","Rate per 1,000 People",0.1
"Financial Quarter","Jan-Mar 2020","West Lothian","0-17 years","Number of People",5
"Financial Quarter","Jan-Mar 2020","West Lothian","0-17 years","Number of Hours",710
"Financial Quarter","Jan-Mar 2020","West Lothian","18-64 years","Rate per 1,000 People",5.5
"Financial Quarter","Jan-Mar 2020","West Lothian","18-64 years","Number of People",610
"Financial Quarter","Jan-Mar 2020","West Lothian","18-64 years","Number of Hours",144450
"Financial Quarter","Jan-Mar 2020","West Lothian","65-74 years","Rate per 1,000 People",18.7
"Financial Quarter","Jan-Mar 2020","West Lothian","65-74 years","Number of People",330
"Financial Quarter","Jan-Mar 2020","West Lothian","65-74 years","Number of Hours",49305
"Financial Quarter","Jan-Mar 2020","West Lothian","75-84 years","Rate per 1,000 People",56.2
"Financial Quarter","Jan-Mar 2020","West Lothian","75-84 years","Number of People",540
"Financial Quarter","Jan-Mar 2020","West Lothian","75-84 years","Number of Hours",57800
"Financial Quarter","Jan-Mar 2020","West Lothian","85+ years","Rate per 1,000 People",155.9
"Financial Quarter","Jan-Mar 2020","West Lothian","85+ years","Number of People",450
"Financial Quarter","Jan-Mar 2020","West Lothian","85+ years","Number of Hours",49005
"Financial Quarter","Jan-Mar 2020","West Lothian","Unknown","Rate per 1,000 People",0
"Financial Quarter","Jan-Mar 2020","West Lothian","Unknown","Number of People",0
"Financial Quarter","Jan-Mar 2020","West Lothian","Unknown","Number of Hours",0
"Financial Quarter","Apr-Jun 2020","Scotland (Estimated)","All Ages","Rate per 1,000 People",12
"Financial Quarter","Apr-Jun 2020","Scotland (Estimated)","All Ages","Number of People",64700
"Financial Quarter","Apr-Jun 2020","Scotland (Estimated)","All Ages","Number of Hours",9301980
"Financial Quarter","Apr-Jun 2020","Scotland (Estimated)","0-17 years","Rate per 1,000 People",0.3
"Financial Quarter","Apr-Jun 2020","Scotland (Estimated)","0-17 years","Number of People",255
"Financial Quarter","Apr-Jun 2020","Scotland (Estimated)","0-17 years","Number of Hours",27985
"Financial Quarter","Apr-Jun 2020","Scotland (Estimated)","18-64 years","Rate per 1,000 People",3.6
"Financial Quarter","Apr-Jun 2020","Scotland (Estimated)","18-64 years","Number of People",12080
"Financial Quarter","Apr-Jun 2020","Scotland (Estimated)","18-64 years","Number of Hours",3662350
"Financial Quarter","Apr-Jun 2020","Scotland (Estimated)","65-74 years","Rate per 1,000 People",16
"Financial Quarter","Apr-Jun 2020","Scotland (Estimated)","65-74 years","Number of People",9470
"Financial Quarter","Apr-Jun 2020","Scotland (Estimated)","65-74 years","Number of Hours",1259990
"Financial Quarter","Apr-Jun 2020","Scotland (Estimated)","75-84 years","Rate per 1,000 People",56.6
"Financial Quarter","Apr-Jun 2020","Scotland (Estimated)","75-84 years","Number of People",19310
"Financial Quarter","Apr-Jun 2020","Scotland (Estimated)","75-84 years","Number of Hours",1936805
"Financial Quarter","Apr-Jun 2020","Scotland (Estimated)","85+ years","Rate per 1,000 People",185.4
"Financial Quarter","Apr-Jun 2020","Scotland (Estimated)","85+ years","Number of People",23585
"Financial Quarter","Apr-Jun 2020","Scotland (Estimated)","85+ years","Number of Hours",2414850
"Financial Quarter","Apr-Jun 2020","Scotland (Estimated)","Unknown","Rate per 1,000 People",0
"Financial Quarter","Apr-Jun 2020","Scotland (Estimated)","Unknown","Number of People",0
"Financial Quarter","Apr-Jun 2020","Scotland (Estimated)","Unknown","Number of Hours",0
"Financial Quarter","Apr-Jun 2020","Aberdeen City","All Ages","Rate per 1,000 People",9.1
"Financial Quarter","Apr-Jun 2020","Aberdeen City","All Ages","Number of People",2025
"Financial Quarter","Apr-Jun 2020","Aberdeen City","All Ages","Number of Hours",353665
"Financial Quarter","Apr-Jun 2020","Aberdeen City","0-17 years","Rate per 1,000 People",0.1
"Financial Quarter","Apr-Jun 2020","Aberdeen City","0-17 years","Number of People",5
"Financial Quarter","Apr-Jun 2020","Aberdeen City","0-17 years","Number of Hours",455
"Financial Quarter","Apr-Jun 2020","Aberdeen City","18-64 years","Rate per 1,000 People",2.6
"Financial Quarter","Apr-Jun 2020","Aberdeen City","18-64 years","Number of People",375
"Financial Quarter","Apr-Jun 2020","Aberdeen City","18-64 years","Number of Hours",166920
"Financial Quarter","Apr-Jun 2020","Aberdeen City","65-74 years","Rate per 1,000 People",14.3
"Financial Quarter","Apr-Jun 2020","Aberdeen City","65-74 years","Number of People",295
"Financial Quarter","Apr-Jun 2020","Aberdeen City","65-74 years","Number of Hours",37800
"Financial Quarter","Apr-Jun 2020","Aberdeen City","75-84 years","Rate per 1,000 People",45.8
"Financial Quarter","Apr-Jun 2020","Aberdeen City","75-84 years","Number of People",530
"Financial Quarter","Apr-Jun 2020","Aberdeen City","75-84 years","Number of Hours",58545
"Financial Quarter","Apr-Jun 2020","Aberdeen City","85+ years","Rate per 1,000 People",169.7
"Financial Quarter","Apr-Jun 2020","Aberdeen City","85+ years","Number of People",820
"Financial Quarter","Apr-Jun 2020","Aberdeen City","85+ years","Number of Hours",89945
"Financial Quarter","Apr-Jun 2020","Aberdeen City","Unknown","Rate per 1,000 People",0
"Financial Quarter","Apr-Jun 2020","Aberdeen City","Unknown","Number of People",0
"Financial Quarter","Apr-Jun 2020","Aberdeen City","Unknown","Number of Hours",0
"Financial Quarter","Apr-Jun 2020","Aberdeenshire","All Ages","Rate per 1,000 People",9.1
"Financial Quarter","Apr-Jun 2020","Aberdeenshire","All Ages","Number of People",2390
"Financial Quarter","Apr-Jun 2020","Aberdeenshire","All Ages","Number of Hours",227155
"Financial Quarter","Apr-Jun 2020","Aberdeenshire","0-17 years","Rate per 1,000 People",0
"Financial Quarter","Apr-Jun 2020","Aberdeenshire","0-17 years","Number of People",0
"Financial Quarter","Apr-Jun 2020","Aberdeenshire","0-17 years","Number of Hours",0
"Financial Quarter","Apr-Jun 2020","Aberdeenshire","18-64 years","Rate per 1,000 People",2
"Financial Quarter","Apr-Jun 2020","Aberdeenshire","18-64 years","Number of People",305
"Financial Quarter","Apr-Jun 2020","Aberdeenshire","18-64 years","Number of Hours",38165
"Financial Quarter","Apr-Jun 2020","Aberdeenshire","65-74 years","Rate per 1,000 People",10.7
"Financial Quarter","Apr-Jun 2020","Aberdeenshire","65-74 years","Number of People",325
"Financial Quarter","Apr-Jun 2020","Aberdeenshire","65-74 years","Number of Hours",32215
"Financial Quarter","Apr-Jun 2020","Aberdeenshire","75-84 years","Rate per 1,000 People",47.4
"Financial Quarter","Apr-Jun 2020","Aberdeenshire","75-84 years","Number of People",780
"Financial Quarter","Apr-Jun 2020","Aberdeenshire","75-84 years","Number of Hours",69370
"Financial Quarter","Apr-Jun 2020","Aberdeenshire","85+ years","Rate per 1,000 People",165.5
"Financial Quarter","Apr-Jun 2020","Aberdeenshire","85+ years","Number of People",980
"Financial Quarter","Apr-Jun 2020","Aberdeenshire","85+ years","Number of Hours",87405
"Financial Quarter","Apr-Jun 2020","Aberdeenshire","Unknown","Rate per 1,000 People",0
"Financial Quarter","Apr-Jun 2020","Aberdeenshire","Unknown","Number of People",0
"Financial Quarter","Apr-Jun 2020","Aberdeenshire","Unknown","Number of Hours",0
"Financial Quarter","Apr-Jun 2020","Angus","All Ages","Rate per 1,000 People",12.8
"Financial Quarter","Apr-Jun 2020","Angus","All Ages","Number of People",1475
"Financial Quarter","Apr-Jun 2020","Angus","All Ages","Number of Hours",139185
"Financial Quarter","Apr-Jun 2020","Angus","0-17 years","Rate per 1,000 People",0.2
"Financial Quarter","Apr-Jun 2020","Angus","0-17 years","Number of People",5
"Financial Quarter","Apr-Jun 2020","Angus","0-17 years","Number of Hours",310
"Financial Quarter","Apr-Jun 2020","Angus","18-64 years","Rate per 1,000 People",4.5
"Financial Quarter","Apr-Jun 2020","Angus","18-64 years","Number of People",300
"Financial Quarter","Apr-Jun 2020","Angus","18-64 years","Number of Hours",37940
"Financial Quarter","Apr-Jun 2020","Angus","65-74 years","Rate per 1,000 People",13.3
"Financial Quarter","Apr-Jun 2020","Angus","65-74 years","Number of People",205
"Financial Quarter","Apr-Jun 2020","Angus","65-74 years","Number of Hours",20895
"Financial Quarter","Apr-Jun 2020","Angus","75-84 years","Rate per 1,000 People",46.7
"Financial Quarter","Apr-Jun 2020","Angus","75-84 years","Number of People",425
"Financial Quarter","Apr-Jun 2020","Angus","75-84 years","Number of Hours",34780
"Financial Quarter","Apr-Jun 2020","Angus","85+ years","Rate per 1,000 People",154.2
"Financial Quarter","Apr-Jun 2020","Angus","85+ years","Number of People",540
"Financial Quarter","Apr-Jun 2020","Angus","85+ years","Number of Hours",45260
"Financial Quarter","Apr-Jun 2020","Angus","Unknown","Rate per 1,000 People",0
"Financial Quarter","Apr-Jun 2020","Angus","Unknown","Number of People",0
"Financial Quarter","Apr-Jun 2020","Angus","Unknown","Number of Hours",0
"Financial Quarter","Apr-Jun 2020","Argyll and Bute","All Ages","Rate per 1,000 People",18.8
"Financial Quarter","Apr-Jun 2020","Argyll and Bute","All Ages","Number of People",1640
"Financial Quarter","Apr-Jun 2020","Argyll and Bute","All Ages","Number of Hours",244885
"Financial Quarter","Apr-Jun 2020","Argyll and Bute","0-17 years","Rate per 1,000 People",0
"Financial Quarter","Apr-Jun 2020","Argyll and Bute","0-17 years","Number of People",0
"Financial Quarter","Apr-Jun 2020","Argyll and Bute","0-17 years","Number of Hours",150
"Financial Quarter","Apr-Jun 2020","Argyll and Bute","18-64 years","Rate per 1,000 People",7
"Financial Quarter","Apr-Jun 2020","Argyll and Bute","18-64 years","Number of People",350
"Financial Quarter","Apr-Jun 2020","Argyll and Bute","18-64 years","Number of Hours",114930
"Financial Quarter","Apr-Jun 2020","Argyll and Bute","65-74 years","Rate per 1,000 People",17
"Financial Quarter","Apr-Jun 2020","Argyll and Bute","65-74 years","Number of People",215
"Financial Quarter","Apr-Jun 2020","Argyll and Bute","65-74 years","Number of Hours",37595
"Financial Quarter","Apr-Jun 2020","Argyll and Bute","75-84 years","Rate per 1,000 People",58.7
"Financial Quarter","Apr-Jun 2020","Argyll and Bute","75-84 years","Number of People",435
"Financial Quarter","Apr-Jun 2020","Argyll and Bute","75-84 years","Number of Hours",34575
"Financial Quarter","Apr-Jun 2020","Argyll and Bute","85+ years","Rate per 1,000 People",241.7
"Financial Quarter","Apr-Jun 2020","Argyll and Bute","85+ years","Number of People",640
"Financial Quarter","Apr-Jun 2020","Argyll and Bute","85+ years","Number of Hours",57635
"Financial Quarter","Apr-Jun 2020","Argyll and Bute","Unknown","Rate per 1,000 People",0
"Financial Quarter","Apr-Jun 2020","Argyll and Bute","Unknown","Number of People",0
"Financial Quarter","Apr-Jun 2020","Argyll and Bute","Unknown","Number of Hours",0
"Financial Quarter","Apr-Jun 2020","City of Edinburgh","All Ages","Rate per 1,000 People",10.1
"Financial Quarter","Apr-Jun 2020","City of Edinburgh","All Ages","Number of People",5155
"Financial Quarter","Apr-Jun 2020","City of Edinburgh","All Ages","Number of Hours",1292415
"Financial Quarter","Apr-Jun 2020","City of Edinburgh","0-17 years","Rate per 1,000 People",0
"Financial Quarter","Apr-Jun 2020","City of Edinburgh","0-17 years","Number of People",0
"Financial Quarter","Apr-Jun 2020","City of Edinburgh","0-17 years","Number of Hours",515
"Financial Quarter","Apr-Jun 2020","City of Edinburgh","18-64 years","Rate per 1,000 People",4.9
"Financial Quarter","Apr-Jun 2020","City of Edinburgh","18-64 years","Number of People",1665
"Financial Quarter","Apr-Jun 2020","City of Edinburgh","18-64 years","Number of Hours",660810
"Financial Quarter","Apr-Jun 2020","City of Edinburgh","65-74 years","Rate per 1,000 People",16.5
"Financial Quarter","Apr-Jun 2020","City of Edinburgh","65-74 years","Number of People",720
"Financial Quarter","Apr-Jun 2020","City of Edinburgh","65-74 years","Number of Hours",176155
"Financial Quarter","Apr-Jun 2020","City of Edinburgh","75-84 years","Rate per 1,000 People",44.5
"Financial Quarter","Apr-Jun 2020","City of Edinburgh","75-84 years","Number of People",1115
"Financial Quarter","Apr-Jun 2020","City of Edinburgh","75-84 years","Number of Hours",178175
"Financial Quarter","Apr-Jun 2020","City of Edinburgh","85+ years","Rate per 1,000 People",145.4
"Financial Quarter","Apr-Jun 2020","City of Edinburgh","85+ years","Number of People",1655
"Financial Quarter","Apr-Jun 2020","City of Edinburgh","85+ years","Number of Hours",276760
"Financial Quarter","Apr-Jun 2020","City of Edinburgh","Unknown","Rate per 1,000 People",0
"Financial Quarter","Apr-Jun 2020","City of Edinburgh","Unknown","Number of People",0
"Financial Quarter","Apr-Jun 2020","City of Edinburgh","Unknown","Number of Hours",0
"Financial Quarter","Apr-Jun 2020","Clackmannanshire","All Ages","Rate per 1,000 People",16.7
"Financial Quarter","Apr-Jun 2020","Clackmannanshire","All Ages","Number of People",860
"Financial Quarter","Apr-Jun 2020","Clackmannanshire","All Ages","Number of Hours",141370
"Financial Quarter","Apr-Jun 2020","Clackmannanshire","0-17 years","Rate per 1,000 People",0
"Financial Quarter","Apr-Jun 2020","Clackmannanshire","0-17 years","Number of People",0
"Financial Quarter","Apr-Jun 2020","Clackmannanshire","0-17 years","Number of Hours",0
"Financial Quarter","Apr-Jun 2020","Clackmannanshire","18-64 years","Rate per 1,000 People",6.8
"Financial Quarter","Apr-Jun 2020","Clackmannanshire","18-64 years","Number of People",210
"Financial Quarter","Apr-Jun 2020","Clackmannanshire","18-64 years","Number of Hours",68365
"Financial Quarter","Apr-Jun 2020","Clackmannanshire","65-74 years","Rate per 1,000 People",20.9
"Financial Quarter","Apr-Jun 2020","Clackmannanshire","65-74 years","Number of People",130
"Financial Quarter","Apr-Jun 2020","Clackmannanshire","65-74 years","Number of Hours",16695
"Financial Quarter","Apr-Jun 2020","Clackmannanshire","75-84 years","Rate per 1,000 People",74.2
"Financial Quarter","Apr-Jun 2020","Clackmannanshire","75-84 years","Number of People",250
"Financial Quarter","Apr-Jun 2020","Clackmannanshire","75-84 years","Number of Hours",26575
"Financial Quarter","Apr-Jun 2020","Clackmannanshire","85+ years","Rate per 1,000 People",275.8
"Financial Quarter","Apr-Jun 2020","Clackmannanshire","85+ years","Number of People",270
"Financial Quarter","Apr-Jun 2020","Clackmannanshire","85+ years","Number of Hours",29735
"Financial Quarter","Apr-Jun 2020","Clackmannanshire","Unknown","Rate per 1,000 People",0
"Financial Quarter","Apr-Jun 2020","Clackmannanshire","Unknown","Number of People",0
"Financial Quarter","Apr-Jun 2020","Clackmannanshire","Unknown","Number of Hours",0
"Financial Quarter","Apr-Jun 2020","Comhairle nan Eilean Siar","All Ages","Rate per 1,000 People",11.5
"Financial Quarter","Apr-Jun 2020","Comhairle nan Eilean Siar","All Ages","Number of People",300
"Financial Quarter","Apr-Jun 2020","Comhairle nan Eilean Siar","All Ages","Number of Hours",19455
"Financial Quarter","Apr-Jun 2020","Comhairle nan Eilean Siar","0-17 years","Rate per 1,000 People",0
"Financial Quarter","Apr-Jun 2020","Comhairle nan Eilean Siar","0-17 years","Number of People",0
"Financial Quarter","Apr-Jun 2020","Comhairle nan Eilean Siar","0-17 years","Number of Hours",0
"Financial Quarter","Apr-Jun 2020","Comhairle nan Eilean Siar","18-64 years","Rate per 1,000 People",2.4
"Financial Quarter","Apr-Jun 2020","Comhairle nan Eilean Siar","18-64 years","Number of People",35
"Financial Quarter","Apr-Jun 2020","Comhairle nan Eilean Siar","18-64 years","Number of Hours",2565
