"Date","Month","Year","Trust","Dept","Type","Under 4 Hours","Between 4 - 12 Hours","Over 12 Hours","Total","Percent Under 4 Hours"
"2013-08-01","Aug 2013","2013/14","South Eastern","Ards MIU","Type 3","910","0","0","910","100.0%"
"2013-08-01","Aug 2013","2013/14","South Eastern","Bangor MIU","Type 3","1,146","0","0","1,146","100.0%"
"2013-08-01","Aug 2013","2013/14","South Eastern","Downe","Type 2","1,697","337","9","2,043","83.1%"
"2013-08-01","Aug 2013","2013/14","South Eastern","Lagan Valley","Type 2","2,103","212","0","2,315","90.8%"
"2013-08-01","Aug 2013","2013/14","South Eastern","Ulster","Type 1","4,878","1,960","103","6,941","70.3%"
"2013-08-01","Aug 2013","2013/14","Southern","Armagh Community","Type 3","556","0","0","556","100.0%"
"2013-08-01","Aug 2013","2013/14","Southern","Craigavon Area","Type 1","4,523","1,508","0","6,031","75.0%"
"2013-08-01","Aug 2013","2013/14","Southern","Daisy Hill","Type 1","3,182","387","0","3,569","89.2%"
"2013-08-01","Aug 2013","2013/14","Southern","South Tyrone","Type 3","1,846","0","0","1,846","100.0%"
"2013-08-01","Aug 2013","2013/14","Western","Altnagelvin Area","Type 1","3,265","1,761","28","5,054","64.6%"
"2013-08-01","Aug 2013","2013/14","Western","South West Acute","Type 1","2,308","273","0","2,581","89.4%"
"2013-08-01","Aug 2013","2013/14","Western","Tyrone County","Type 3","1,436","1","0","1,437","99.9%"
"2013-07-01","Jul 2013","2013/14","Belfast","Mater","Type 1","3,074","686","0","3,760","81.8%"
"2013-07-01","Jul 2013","2013/14","Belfast","RVH","Type 1","4,240","2,542","0","6,782","62.5%"
"2013-07-01","Jul 2013","2013/14","Belfast","RVH-RAES","Type 2","1,176","0","0","1,176","100.0%"
"2013-07-01","Jul 2013","2013/14","Belfast","RBHSC","Type 1","2,371","149","0","2,520","94.1%"
"2013-07-01","Jul 2013","2013/14","Northern","Antrim Area","Type 1","4,444","2,013","18","6,475","68.6%"
"2013-07-01","Jul 2013","2013/14","Northern","Causeway","Type 1","3,358","804","0","4,162","80.7%"
"2013-07-01","Jul 2013","2013/14","Northern","Mid-Ulster","Type 3","781","0","0","781","100.0%"
"2013-07-01","Jul 2013","2013/14","Northern","Whiteabbey","Type 3","793","2","0","795","99.7%"
"2013-07-01","Jul 2013","2013/14","South Eastern","Ards MIU","Type 3","921","0","0","921","100.0%"
"2013-07-01","Jul 2013","2013/14","South Eastern","Bangor MIU","Type 3","1,165","0","0","1,165","100.0%"
"2013-07-01","Jul 2013","2013/14","South Eastern","Downe","Type 2","1,743","235","1","1,979","88.1%"
"2013-07-01","Jul 2013","2013/14","South Eastern","Lagan Valley","Type 2","2,212","131","0","2,343","94.4%"
"2013-07-01","Jul 2013","2013/14","South Eastern","Ulster","Type 1","5,041","1,997","164","7,202","70.0%"
"2013-07-01","Jul 2013","2013/14","Southern","Armagh Community","Type 3","656","0","0","656","100.0%"
"2013-07-01","Jul 2013","2013/14","Southern","Craigavon Area","Type 1","4,893","1,459","0","6,352","77.0%"
"2013-07-01","Jul 2013","2013/14","Southern","Daisy Hill","Type 1","3,334","340","0","3,674","90.7%"
"2013-07-01","Jul 2013","2013/14","Southern","South Tyrone","Type 3","1,957","1","0","1,958","99.9%"
"2013-07-01","Jul 2013","2013/14","Western","Altnagelvin Area","Type 1","3,782","1,518","8","5,308","71.3%"
"2013-07-01","Jul 2013","2013/14","Western","South West Acute","Type 1","2,413","345","0","2,758","87.5%"
"2013-07-01","Jul 2013","2013/14","Western","Tyrone County","Type 3","1,575","2","0","1,577","99.9%"
"2013-06-01","Jun 2013","2013/14","Belfast","Mater","Type 1","2,954","711","0","3,665","80.6%"
"2013-06-01","Jun 2013","2013/14","Belfast","RVH","Type 1","4,327","2,139","1","6,467","66.9%"
"2013-06-01","Jun 2013","2013/14","Belfast","RVH-RAES","Type 2","1,039","0","0","1,039","100.0%"
"2013-06-01","Jun 2013","2013/14","Belfast","RBHSC","Type 1","2,540","320","0","2,860","88.8%"
"2013-06-01","Jun 2013","2013/14","Northern","Antrim Area","Type 1","4,581","1,308","0","5,889","77.8%"
"2013-06-01","Jun 2013","2013/14","Northern","Causeway","Type 1","2,923","609","11","3,543","82.5%"
"2013-06-01","Jun 2013","2013/14","Northern","Mid-Ulster","Type 3","707","0","0","707","100.0%"
"2013-06-01","Jun 2013","2013/14","Northern","Whiteabbey","Type 3","691","0","0","691","100.0%"
"2013-06-01","Jun 2013","2013/14","South Eastern","Ards MIU","Type 3","860","0","0","860","100.0%"
"2013-06-01","Jun 2013","2013/14","South Eastern","Bangor MIU","Type 3","1,141","0","0","1,141","100.0%"
"2013-06-01","Jun 2013","2013/14","South Eastern","Downe","Type 2","1,674","143","9","1,826","91.7%"
"2013-06-01","Jun 2013","2013/14","South Eastern","Lagan Valley","Type 2","1,953","223","1","2,177","89.7%"
"2013-06-01","Jun 2013","2013/14","South Eastern","Ulster","Type 1","4,741","1,840","196","6,777","70.0%"
"2013-06-01","Jun 2013","2013/14","Southern","Armagh Community","Type 3","583","0","0","583","100.0%"
"2013-06-01","Jun 2013","2013/14","Southern","Craigavon Area","Type 1","4,663","1,407","1","6,071","76.8%"
"2013-06-01","Jun 2013","2013/14","Southern","Daisy Hill","Type 1","3,037","325","5","3,367","90.2%"
"2013-06-01","Jun 2013","2013/14","Southern","South Tyrone","Type 3","1,973","0","0","1,973","100.0%"
"2013-06-01","Jun 2013","2013/14","Western","Altnagelvin Area","Type 1","3,465","1,311","21","4,797","72.2%"
"2013-06-01","Jun 2013","2013/14","Western","South West Acute","Type 1","2,159","225","0","2,384","90.6%"
"2013-06-01","Jun 2013","2013/14","Western","Tyrone County","Type 3","1,462","0","0","1,462","100.0%"
"2013-05-01","May 2013","2013/14","Belfast","Mater","Type 1","2,790","1,021","3","3,814","73.2%"
"2013-05-01","May 2013","2013/14","Belfast","RVH","Type 1","4,241","2,323","35","6,599","64.3%"
"2013-05-01","May 2013","2013/14","Belfast","RVH-RAES","Type 2","1,246","0","0","1,246","100.0%"
"2013-05-01","May 2013","2013/14","Belfast","RBHSC","Type 1","2,658","325","0","2,983","89.1%"
"2013-05-01","May 2013","2013/14","Northern","Antrim Area","Type 1","4,355","1,375","57","5,787","75.3%"
"2013-05-01","May 2013","2013/14","Northern","Causeway","Type 1","2,820","751","20","3,591","78.5%"
"2013-05-01","May 2013","2013/14","Northern","Mid-Ulster","Type 3","752","0","0","752","100.0%"
"2013-05-01","May 2013","2013/14","Northern","Whiteabbey","Type 3","679","1","0","680","99.9%"
"2013-05-01","May 2013","2013/14","South Eastern","Ards MIU","Type 3","878","0","0","878","100.0%"
"2013-05-01","May 2013","2013/14","South Eastern","Bangor MIU","Type 3","1,052","0","0","1,052","100.0%"
"2013-05-01","May 2013","2013/14","South Eastern","Downe","Type 2","1,658","258","7","1,923","86.2%"
"2013-05-01","May 2013","2013/14","South Eastern","Lagan Valley","Type 2","2,059","268","21","2,348","87.7%"
"2013-05-01","May 2013","2013/14","South Eastern","Ulster","Type 1","5,058","1,803","77","6,938","72.9%"
"2013-05-01","May 2013","2013/14","Southern","Armagh Community","Type 3","630","0","0","630","100.0%"
"2013-05-01","May 2013","2013/14","Southern","Craigavon Area","Type 1","4,801","1,445","1","6,247","76.9%"
"2013-05-01","May 2013","2013/14","Southern","Daisy Hill","Type 1","3,071","480","0","3,551","86.5%"
"2013-05-01","May 2013","2013/14","Southern","South Tyrone","Type 3","1,981","0","0","1,981","100.0%"
"2013-05-01","May 2013","2013/14","Western","Altnagelvin Area","Type 1","3,442","1,396","72","4,910","70.1%"
"2013-05-01","May 2013","2013/14","Western","South West Acute","Type 1","2,242","280","2","2,524","88.8%"
"2013-05-01","May 2013","2013/14","Western","Tyrone County","Type 3","1,468","4","0","1,472","99.7%"
"2013-04-01","Apr 2013","2013/14","Belfast","Mater","Type 1","2,553","1,201","3","3,757","68.0%"
"2013-04-01","Apr 2013","2013/14","Belfast","RVH","Type 1","3,428","3,097","46","6,571","52.2%"
"2013-04-01","Apr 2013","2013/14","Belfast","RVH-RAES","Type 2","1,186","0","0","1,186","100.0%"
"2013-04-01","Apr 2013","2013/14","Belfast","RBHSC","Type 1","2,632","367","0","2,999","87.8%"
"2013-04-01","Apr 2013","2013/14","Northern","Antrim Area","Type 1","3,699","1,862","333","5,894","62.8%"
"2013-04-01","Apr 2013","2013/14","Northern","Causeway","Type 1","2,540","948","124","3,612","70.3%"
"2013-04-01","Apr 2013","2013/14","Northern","Mid-Ulster","Type 3","699","0","0","699","100.0%"
"2013-04-01","Apr 2013","2013/14","Northern","Whiteabbey","Type 3","623","1","0","624","99.8%"
"2013-04-01","Apr 2013","2013/14","South Eastern","Ards MIU","Type 3","817","0","0","817","100.0%"
"2013-04-01","Apr 2013","2013/14","South Eastern","Bangor MIU","Type 3","1,059","0","0","1,059","100.0%"
"2013-04-01","Apr 2013","2013/14","South Eastern","Downe","Type 2","1,440","322","25","1,787","80.6%"
"2013-04-01","Apr 2013","2013/14","South Eastern","Lagan Valley","Type 2","2,010","347","35","2,392","84.0%"
"2013-04-01","Apr 2013","2013/14","South Eastern","Ulster","Type 1","4,362","2,469","282","7,113","61.3%"
"2013-04-01","Apr 2013","2013/14","Southern","Armagh Community","Type 3","622","0","0","622","100.0%"
"2013-04-01","Apr 2013","2013/14","Southern","Craigavon Area","Type 1","3,776","2,294","56","6,126","61.6%"
"2013-04-01","Apr 2013","2013/14","Southern","Daisy Hill","Type 1","2,703","767","19","3,489","77.5%"
"2013-04-01","Apr 2013","2013/14","Southern","South Tyrone","Type 3","1,842","1","0","1,843","99.9%"
"2013-04-01","Apr 2013","2013/14","Western","Altnagelvin Area","Type 1","3,138","1,517","70","4,725","66.4%"
"2013-04-01","Apr 2013","2013/14","Western","South West Acute","Type 1","2,209","393","3","2,605","84.8%"
"2013-04-01","Apr 2013","2013/14","Western","Tyrone County","Type 3","1,315","0","0","1,315","100.0%"
"2013-03-01","Mar 2013","2012/13","Belfast","Mater","Type 1","2,182","1,375","4","3,561","61.3%"
"2013-03-01","Mar 2013","2012/13","Belfast","RVH","Type 1","3,378","3,236","31","6,645","50.8%"
"2013-03-01","Mar 2013","2012/13","Belfast","RVH-RAES","Type 2","1,155","0","0","1,155","100.0%"
"2013-03-01","Mar 2013","2012/13","Belfast","RBHSC","Type 1","2,457","435","0","2,892","85.0%"
"2013-03-01","Mar 2013","2012/13","Northern","Antrim Area","Type 1","3,618","2,044","304","5,966","60.6%"
"2013-03-01","Mar 2013","2012/13","Northern","Causeway","Type 1","2,440","858","120","3,418","71.4%"
"2013-03-01","Mar 2013","2012/13","Northern","Mid-Ulster","Type 3","616","0","0","616","100.0%"
"2013-03-01","Mar 2013","2012/13","Northern","Whiteabbey","Type 3","599","1","0","600","99.8%"
"2013-03-01","Mar 2013","2012/13","South Eastern","Ards MIU","Type 3","747","0","0","747","100.0%"
"2013-03-01","Mar 2013","2012/13","South Eastern","Bangor MIU","Type 3","885","0","0","885","100.0%"
"2013-03-01","Mar 2013","2012/13","South Eastern","Downe","Type 2","1,402","258","17","1,677","83.6%"
"2013-03-01","Mar 2013","2012/13","South Eastern","Lagan Valley","Type 2","1,878","360","39","2,277","82.5%"
"2013-03-01","Mar 2013","2012/13","South Eastern","Ulster","Type 1","4,375","2,115","397","6,887","63.5%"
"2013-03-01","Mar 2013","2012/13","Southern","Armagh Community","Type 3","522","1","0","523","99.8%"
"2013-03-01","Mar 2013","2012/13","Southern","Craigavon Area","Type 1","3,892","2,349","31","6,272","62.1%"
"2013-03-01","Mar 2013","2012/13","Southern","Daisy Hill","Type 1","2,643","656","6","3,305","80.0%"
"2013-03-01","Mar 2013","2012/13","Southern","South Tyrone","Type 3","1,635","0","0","1,635","100.0%"
"2013-03-01","Mar 2013","2012/13","Western","Altnagelvin Area","Type 1","3,024","1,566","72","4,662","64.9%"
"2013-03-01","Mar 2013","2012/13","Western","South West Acute","Type 1","2,173","355","1","2,529","85.9%"
"2013-03-01","Mar 2013","2012/13","Western","Tyrone County","Type 3","1,257","1","0","1,258","99.9%"
"2013-02-01","Feb 2013","2012/13","Belfast","Mater","Type 1","2,189","1,243","0","3,432","63.8%"
"2013-02-01","Feb 2013","2012/13","Belfast","RVH","Type 1","3,519","2,549","5","6,073","57.9%"
"2013-02-01","Feb 2013","2012/13","Belfast","RVH-RAES","Type 2","1,182","0","0","1,182","100.0%"
"2013-02-01","Feb 2013","2012/13","Belfast","RBHSC","Type 1","2,270","393","0","2,663","85.2%"
"2013-02-01","Feb 2013","2012/13","Northern","Antrim Area","Type 1","3,403","1,980","186","5,569","61.1%"
"2013-02-01","Feb 2013","2012/13","Northern","Causeway","Type 1","2,411","643","40","3,094","77.9%"
"2013-02-01","Feb 2013","2012/13","Northern","Mid-Ulster","Type 3","583","0","0","583","100.0%"
"2013-02-01","Feb 2013","2012/13","Northern","Whiteabbey","Type 3","712","0","0","712","100.0%"
"2013-02-01","Feb 2013","2012/13","South Eastern","Ards MIU","Type 3","719","0","0","719","100.0%"
"2013-02-01","Feb 2013","2012/13","South Eastern","Bangor MIU","Type 3","821","0","0","821","100.0%"
"2013-02-01","Feb 2013","2012/13","South Eastern","Downe","Type 2","1,362","285","28","1,675","81.3%"
"2013-02-01","Feb 2013","2012/13","South Eastern","Lagan Valley","Type 2","1,653","303","71","2,027","81.5%"
"2013-02-01","Feb 2013","2012/13","South Eastern","Ulster","Type 1","4,354","1,690","295","6,339","68.7%"
"2013-02-01","Feb 2013","2012/13","Southern","Armagh Community","Type 3","455","0","0","455","100.0%"
"2013-02-01","Feb 2013","2012/13","Southern","Craigavon Area","Type 1","3,918","1,657","1","5,576","70.3%"
"2013-02-01","Feb 2013","2012/13","Southern","Daisy Hill","Type 1","2,719","341","1","3,061","88.8%"
"2013-02-01","Feb 2013","2012/13","Southern","South Tyrone","Type 3","1,423","0","0","1,423","100.0%"
"2013-02-01","Feb 2013","2012/13","Western","Altnagelvin Area","Type 1","2,913","1,247","24","4,184","69.6%"
"2013-02-01","Feb 2013","2012/13","Western","South West Acute","Type 1","1,841","357","2","2,200","83.7%"
"2013-02-01","Feb 2013","2012/13","Western","Tyrone County","Type 3","1,176","2","0","1,178","99.8%"
"2013-01-01","Jan 2013","2012/13","Belfast","Mater","Type 1","2,464","1,202","0","3,666","67.2%"
"2013-01-01","Jan 2013","2012/13","Belfast","RVH","Type 1","3,728","2,897","0","6,625","56.3%"
"2013-01-01","Jan 2013","2012/13","Belfast","RVH-RAES","Type 2","1,186","0","0","1,186","100.0%"
"2013-01-01","Jan 2013","2012/13","Belfast","RBHSC","Type 1","2,142","404","0","2,546","84.1%"
"2013-01-01","Jan 2013","2012/13","Northern","Antrim Area","Type 1","3,604","1,912","253","5,769","62.5%"
"2013-01-01","Jan 2013","2012/13","Northern","Causeway","Type 1","2,451","865","91","3,407","71.9%"
"2013-01-01","Jan 2013","2012/13","Northern","Mid-Ulster","Type 3","609","0","0","609","100.0%"
"2013-01-01","Jan 2013","2012/13","Northern","Whiteabbey","Type 3","621","0","0","621","100.0%"
"2013-01-01","Jan 2013","2012/13","South Eastern","Ards MIU","Type 3","664","0","0","664","100.0%"
"2013-01-01","Jan 2013","2012/13","South Eastern","Bangor MIU","Type 3","712","0","0","712","100.0%"
"2013-01-01","Jan 2013","2012/13","South Eastern","Downe","Type 2","1,397","251","41","1,689","82.7%"
"2013-01-01","Jan 2013","2012/13","South Eastern","Lagan Valley","Type 2","1,806","289","49","2,144","84.2%"
"2013-01-01","Jan 2013","2012/13","South Eastern","Ulster","Type 1","4,803","1,626","223","6,652","72.2%"
"2013-01-01","Jan 2013","2012/13","Southern","Armagh Community","Type 3","503","0","0","503","100.0%"
"2013-01-01","Jan 2013","2012/13","Southern","Craigavon Area","Type 1","4,672","1,317","0","5,989","78.0%"
"2013-01-01","Jan 2013","2012/13","Southern","Daisy Hill","Type 1","2,894","326","0","3,220","89.9%"
"2013-01-01","Jan 2013","2012/13","Southern","South Tyrone","Type 3","1,409","1","0","1,410","99.9%"
"2013-01-01","Jan 2013","2012/13","Western","Altnagelvin Area","Type 1","3,255","1,197","13","4,465","72.9%"
"2013-01-01","Jan 2013","2012/13","Western","South West Acute","Type 1","2,045","245","1","2,291","89.3%"
"2013-01-01","Jan 2013","2012/13","Western","Tyrone County","Type 3","1,107","0","0","1,107","100.0%"
"2012-12-01","Dec 2012","2012/13","Belfast","Mater","Type 1","2,233","1,151","1","3,385","66.0%"
"2012-12-01","Dec 2012","2012/13","Belfast","RVH","Type 1","3,782","2,487","0","6,269","60.3%"
"2012-12-01","Dec 2012","2012/13","Belfast","RVH-RAES","Type 2","1,049","0","0","1,049","100.0%"
"2012-12-01","Dec 2012","2012/13","Belfast","RBHSC","Type 1","2,434","709","0","3,143","77.4%"
"2012-12-01","Dec 2012","2012/13","Northern","Antrim Area","Type 1","3,530","2,011","189","5,730","61.6%"
"2012-12-01","Dec 2012","2012/13","Northern","Causeway","Type 1","2,389","912","59","3,360","71.1%"
"2012-12-01","Dec 2012","2012/13","Northern","Mid-Ulster","Type 3","432","0","0","432","100.0%"
"2012-12-01","Dec 2012","2012/13","Northern","Whiteabbey","Type 3","504","0","0","504","100.0%"
"2012-12-01","Dec 2012","2012/13","South Eastern","Ards MIU","Type 3","611","0","0","611","100.0%"
"2012-12-01","Dec 2012","2012/13","South Eastern","Bangor MIU","Type 3","605","0","0","605","100.0%"
"2012-12-01","Dec 2012","2012/13","South Eastern","Downe","Type 2","1,396","170","18","1,584","88.1%"
"2012-12-01","Dec 2012","2012/13","South Eastern","Lagan Valley","Type 2","1,855","205","20","2,080","89.2%"
"2012-12-01","Dec 2012","2012/13","South Eastern","Ulster","Type 1","4,809","1,897","286","6,992","68.8%"
"2012-12-01","Dec 2012","2012/13","Southern","Armagh Community","Type 3","411","0","0","411","100.0%"
"2012-12-01","Dec 2012","2012/13","Southern","Craigavon Area","Type 1","4,373","1,760","0","6,133","71.3%"
"2012-12-01","Dec 2012","2012/13","Southern","Daisy Hill","Type 1","2,975","300","0","3,275","90.8%"
"2012-12-01","Dec 2012","2012/13","Southern","South Tyrone","Type 3","1,313","1","0","1,314","99.9%"
"2012-12-01","Dec 2012","2012/13","Western","Altnagelvin Area","Type 1","3,236","1,095","2","4,333","74.7%"
"2012-12-01","Dec 2012","2012/13","Western","South West Acute","Type 1","2,087","195","3","2,285","91.3%"
"2012-12-01","Dec 2012","2012/13","Western","Tyrone County","Type 3","1,064","0","0","1,064","100.0%"
"2012-11-01","Nov 2012","2012/13","Belfast","Mater","Type 1","2,278","1,158","1","3,437","66.3%"
"2012-11-01","Nov 2012","2012/13","Belfast","RVH","Type 1","3,867","2,539","5","6,411","60.3%"
"2012-11-01","Nov 2012","2012/13","Belfast","RVH-RAES","Type 2","1,192","0","0","1,192","100.0%"
"2012-11-01","Nov 2012","2012/13","Belfast","RBHSC","Type 1","2,420","545","0","2,965","81.6%"
"2012-11-01","Nov 2012","2012/13","Northern","Antrim Area","Type 1","3,689","1,907","180","5,776","63.9%"
"2012-11-01","Nov 2012","2012/13","Northern","Causeway","Type 1","2,601","688","37","3,326","78.2%"
"2012-11-01","Nov 2012","2012/13","Northern","Mid-Ulster","Type 3","608","0","0","608","100.0%"
"2012-11-01","Nov 2012","2012/13","Northern","Whiteabbey","Type 3","757","0","0","757","100.0%"
"2012-11-01","Nov 2012","2012/13","South Eastern","Ards MIU","Type 3","779","0","0","779","100.0%"
"2012-11-01","Nov 2012","2012/13","South Eastern","Bangor MIU","Type 3","797","0","0","797","100.0%"
"2012-11-01","Nov 2012","2012/13","South Eastern","Downe","Type 2","1,360","161","11","1,532","88.8%"
"2012-11-01","Nov 2012","2012/13","South Eastern","Lagan Valley","Type 2","1,823","203","23","2,049","89.0%"
"2012-11-01","Nov 2012","2012/13","South Eastern","Ulster","Type 1","4,953","1,809","133","6,895","71.8%"
"2012-11-01","Nov 2012","2012/13","Southern","Armagh Community","Type 3","581","0","0","581","100.0%"
